"Year","Week","Country.or.Subregion","Probable","Lab.Confirm","Severe.Dengue","Deaths","New.Serotype","Cumul.Serotype","Population.x.1000"
2017,"Week 22 - Week 22","St. Martin",0,0,0,0,NA,NA,41
2017,"Week 16 - Week 16","St. Vincent & the Grenadines",0,0,0,0,NA,NA,103
2017,"Week 00 - Week 00","Suriname",NA,NA,0,0,NA,NA,548
2017,"Week 19 - Week 19","Trinidad & Tobago",0,0,0,0,NA,"DEN",1347
2017,"Week 16 - Week 16","Turks & Caicos Islands",0,0,0,0,NA,"DEN",50
2017,"Week 25 - Week 26","Canada",0,0,0,0,NA,NA,NA
2017,"Week 25 - Week 26","United States",3,0,0,0,NA,"DEN",325128
2017,"Week 00 - Week 00","Belize",NA,NA,NA,NA,NA,NA,348
2017,"Week 25 - Week 26","Costa Rica",484,NA,0,0,NA,"DEN 1,2",5002
2017,"Week 25 - Week 26","El Salvador",105,4,-2,0,NA,"DEN 2",6426
2017,"Week 17 - Week 24","Guatemala",502,132,NA,0,"DEN 1","DEN 1,2",16255
2017,"Week 25 - Week 26","Honduras",225,0,1,0,"DEN 1,2,3","DEN 1, 2, 3",8721
2017,"Week 24 - Week 26","Mexico",770,381,105,0,NA,"DEN 1,2,3",125236
2017,"Week 25 - Week 26","Nicaragua",1542,3,NA,0,NA,"DEN",6257
2017,"Week 25 - Week 25","Panama",0,0,0,0,NA,"DEN 1,2",3988
2017,"Week 20 - Week 20","Bolivia",0,NA,0,NA,NA,NA,11025
2017,"Week 25 - Week 26","Colombia",1032,0,-5,0,NA,"DEN",49529
2017,"Week 23 - Week 26","Ecuador",797,797,0,0,NA,"DEN",16226
2017,"Week 25 - Week 26","Peru",607,437,6,1,NA,"DEN 2,3",31161
2017,"Week 17 - Week 17","Venezuela",0,0,0,0,NA,"DEN",31028
2017,"Week 25 - Week 26","Argentina",-147,0,0,0,NA,"DEN 1",42155
2017,"Week 19 - Week 25","Brazil",47797,NA,0,0,NA,"DEN",203657
2017,"Week 25 - Week 26","Chile",0,0,0,0,NA,"DEN 2",17924
2017,"Week 23 - Week 26","Paraguay",72,10,NA,0,NA,"DEN 1",7033
2017,"Week 25 - Week 26","Uruguay",0,0,0,0,NA,NA,3430
2017,"Week 25 - Week 25","Cuba",0,NA,NA,NA,NA,"DEN 2,3",11249
2017,"Week 24 - Week 26","Dominican Republic",66,NA,7,0,NA,"DEN",10652
2017,"Week 25 - Week 26","Puerto Rico",0,0,0,0,NA,"DEN 2",3680
2017,"Week 19 - Week 19","American Virgin Islands",0,0,0,0,NA,"DEN",104
2017,"Week 12 - Week 12","Anguilla",0,0,0,0,NA,"DEN",16
2017,"Week 16 - Week 16","Antigua & Barbuda",0,0,0,0,NA,"DEN",92
2017,"Week 22 - Week 22","Aruba",0,0,0,0,NA,"DEN",112
2017,"Week 12 - Week 12","Bahamas",0,0,0,0,NA,NA,388
2017,"Week 12 - Week 12","Barbados",0,0,0,0,NA,"DEN",291
2017,"Week 16 - Week 16","Bermuda",0,0,0,0,NA,NA,70
2017,"Week 12 - Week 12","British Virgin Islands",0,0,0,0,NA,"DEN",33
2017,"Week 16 - Week 16","Cayman Islands",0,0,0,0,NA,"DEN",56
2017,"Week 00 - Week 00","Curacao",0,0,0,0,NA,NA,148
2017,"Week 08 - Week 08","Dominica",0,0,0,0,NA,"DEN",74
2017,"Week 17 - Week 17","French Guiana",0,0,0,0,NA,NA,239
2017,"Week 16 - Week 16","Grenada",0,0,0,0,NA,"DEN",111
2017,"Week 22 - Week 22","Guadaloupe",0,0,0,0,NA,NA,411
2017,"Week 00 - Week 00","Guyana",NA,NA,0,0,NA,NA,808
2017,"Week 00 - Week 00","Haiti",NA,NA,0,0,NA,NA,10604
2017,"Week 24 - Week 26","Jamaica",8,0,-2,0,NA,"DEN",2813
2017,"Week 22 - Week 22","Martinique",0,0,0,0,NA,NA,398
2017,"Week 16 - Week 16","Montserrat",0,0,0,0,NA,NA,5
2017,"Week 00 - Week 00","Netherlands Antilles",NA,NA,0,0,NA,NA,225
2017,"Week 22 - Week 22","St. Bartolome",0,0,0,0,NA,NA,9
2017,"Week 00 - Week 00","St. Kitts & Nevis",NA,NA,0,0,NA,NA,52
2017,"Week 12 - Week 12","St. Lucia",0,0,0,0,NA,"DEN",164
2017,"Week 22 - Week 22","St. Martin",0,0,0,0,NA,NA,41
2017,"Week 16 - Week 16","St. Vincent & the Grenadines",0,0,0,0,NA,NA,103
2017,"Week 00 - Week 00","Suriname",NA,NA,0,0,NA,NA,548
2017,"Week 19 - Week 19","Trinidad & Tobago",0,0,0,0,NA,"DEN",1347
2017,"Week 16 - Week 16","Turks & Caicos Islands",0,0,0,0,NA,"DEN",50
2017,"Week 26 - Week 27","Canada",0,0,0,0,NA,NA,NA
2017,"Week 26 - Week 27","United States",4,13,0,0,NA,"DEN",325128
2017,"Week 00 - Week 00","Belize",NA,NA,NA,NA,NA,NA,348
2017,"Week 26 - Week 27","Costa Rica",178,NA,0,0,NA,"DEN 1,2",5002
2017,"Week 26 - Week 27","El Salvador",68,0,9,0,NA,"DEN 2",6426
2017,"Week 24 - Week 24","Guatemala",0,0,NA,NA,NA,"DEN 1,2",16255
2017,"Week 26 - Week 27","Honduras",160,0,2,0,NA,"DEN1,2,3",8721
2017,"Week 26 - Week 27","Mexico",416,238,41,0,"DEN 4","DEN 1,2,3,4",125236
2017,"Week 26 - Week 26","Nicaragua",0,0,NA,0,NA,"DEN",6257
2017,"Week 25 - Week 25","Panama",0,0,0,0,NA,"DEN 1,2",3988
2017,"Week 20 - Week 20","Bolivia",0,NA,0,NA,NA,NA,11025
2017,"Week 26 - Week 27","Colombia",646,0,6,-2,NA,"DEN",49529
2017,"Week 26 - Week 27","Ecuador",196,196,0,0,NA,"DEN",16226
2017,"Week 26 - Week 27","Peru",183,667,2,1,NA,"DEN 2,3",31161
2017,"Week 17 - Week 17","Venezuela",0,0,0,0,NA,"DEN",31028
2017,"Week 26 - Week 27","Argentina",262,5,0,0,NA,"DEN 1",42155
2017,"Week 25 - Week 25","Brazil",0,NA,49,34,NA,"DEN",203657
2017,"Week 26 - Week 27","Chile",0,0,0,0,NA,"DEN 2",17924
2017,"Week 26 - Week 26","Paraguay",0,0,NA,0,NA,"DEN 1",7033
2017,"Week 26 - Week 27","Uruguay",0,0,0,0,NA,NA,3430
2017,"Week 25 - Week 25","Cuba",0,NA,NA,NA,NA,"DEN 2,3",11249
2017,"Week 26 - Week 27","Dominican Republic",29,NA,0,0,NA,"DEN",10652
2017,"Week 26 - Week 27","Puerto Rico",0,0,0,0,NA,"DEN 2",3680
2017,"Week 19 - Week 19","American Virgin Islands",0,0,0,0,NA,"DEN",104
2017,"Week 12 - Week 12","Anguilla",3,0,0,0,NA,"DEN",16
2017,"Week 16 - Week 24","Antigua & Barbuda",0,0,0,0,NA,NA,92
2017,"Week 22 - Week 24","Aruba",-29,1,0,0,NA,"DEN",112
2017,"Week 12 - Week 20","Bahamas",4,0,0,0,NA,NA,388
2017,"Week 12 - Week 20","Barbados",55,8,0,0,NA,"DEN",291
2017,"Week 16 - Week 24","Bermuda",0,0,0,0,NA,NA,70
2017,"Week 12 - Week 20","British Virgin Islands",12,21,0,0,NA,"DEN",33
2017,"Week 16 - Week 24","Cayman Islands",5,0,0,0,NA,NA,56
2017,"Week 00 - Week 00","Curacao",0,0,0,0,NA,NA,148
2017,"Week 08 - Week 27","Dominica",12,0,0,0,NA,NA,74
2017,"Week 17 - Week 17","French Guiana",0,0,0,0,NA,NA,239
2017,"Week 16 - Week 20","Grenada",22,22,0,0,NA,"DEN",111
2017,"Week 22 - Week 22","Guadaloupe",0,0,0,0,NA,NA,411
2017,"Week 00 - Week 00","Guyana",NA,NA,0,0,NA,NA,808
2017,"Week 00 - Week 00","Haiti",NA,NA,0,0,NA,NA,10604
2017,"Week 26 - Week 27","Jamaica",2,0,0,0,NA,"DEN",2813
2017,"Week 22 - Week 22","Martinique",0,0,0,0,NA,NA,398
2017,"Week 16 - Week 24","Montserrat",0,0,0,0,NA,NA,5
2017,"Week 00 - Week 00","Netherlands Antilles",NA,NA,0,0,NA,NA,225
2017,"Week 22 - Week 22","St. Bartolome",0,0,0,0,NA,NA,9
2017,"Week 00 - Week 24","St. Kitts & Nevis",NA,NA,0,0,NA,NA,52
2017,"Week 12 - Week 24","St. Lucia",3,3,0,0,NA,"DEN",164
2017,"Week 22 - Week 22","St. Martin",0,0,0,0,NA,NA,41
2017,"Week 16 - Week 16","St. Vincent & the Grenadines",0,0,0,0,NA,NA,103
2017,"Week 00 - Week 00","Suriname",NA,NA,0,0,NA,NA,548
2017,"Week 19 - Week 19","Trinidad & Tobago",0,0,0,0,NA,NA,1347
2017,"Week 16 - Week 16","Turks & Caicos Islands",0,0,0,0,NA,"DEN",50
2017,"Week 27 - Week 28","Canada",0,0,0,0,NA,NA,NA
2017,"Week 27 - Week 28","United States",6,0,0,0,NA,"DEN",325128
2017,"Week 00 - Week 00","Belize",NA,NA,NA,NA,NA,NA,348
2017,"Week 27 - Week 28","Costa Rica",122,NA,0,0,NA,"DEN 1,2",5002
2017,"Week 27 - Week 28","El Salvador",-68,0,3,0,NA,"DEN 2",6426
2017,"Week 24 - Week 24","Guatemala",0,0,NA,NA,NA,"DEN 1,2",16255
2017,"Week 27 - Week 28","Honduras",158,0,4,0,NA,"DEN 1, 2, 3",8721
2017,"Week 27 - Week 28","Mexico",404,210,62,6,NA,"DEN 1,2,3,4",125236
2017,"Week 26 - Week 26","Nicaragua",0,0,NA,0,NA,"DEN",6257
2017,"Week 25 - Week 25","Panama",0,0,0,0,NA,"DEN 1,2",3988
2017,"Week 20 - Week 28","Bolivia",979,NA,29,NA,NA,NA,11025
2017,"Week 27 - Week 28","Colombia",574,0,9,2,NA,"DEN",49529
2017,"Week 27 - Week 28","Ecuador",144,144,1,0,NA,"DEN",16226
2017,"Week 27 - Week 28","Peru",1210,585,2,2,NA,"DEN 2,3",31161
2017,"Week 17 - Week 17","Venezuela",0,0,0,0,NA,"DEN",31028
2017,"Week 27 - Week 28","Argentina",0,41,0,0,NA,"DEN 1",42155
2017,"Week 25 - Week 25","Brazil",0,NA,0,0,NA,"DEN",203657
2017,"Week 27 - Week 28","Chile",0,0,0,0,NA,"DEN 2",17924
2017,"Week 26 - Week 26","Paraguay",0,0,NA,0,NA,"DEN 1",7033
2017,"Week 27 - Week 28","Uruguay",0,0,0,0,NA,NA,3430
2017,"Week 25 - Week 25","Cuba",0,NA,NA,NA,NA,"DEN 2,3",11249
2017,"Week 27 - Week 27","Dominican Republic",0,NA,0,0,NA,"DEN",10652
2017,"Week 27 - Week 28","Puerto Rico",0,0,0,0,NA,"DEN 2",3680
2017,"Week 19 - Week 19","American Virgin Islands",0,0,0,0,NA,"DEN",104
2017,"Week 12 - Week 12","Anguilla",0,0,0,0,NA,"DEN",16
2017,"Week 24 - Week 24","Antigua & Barbuda",0,0,0,0,NA,NA,92
2017,"Week 24 - Week 24","Aruba",0,0,0,0,NA,"DEN",112
2017,"Week 20 - Week 20","Bahamas",0,0,0,0,NA,NA,388
2017,"Week 20 - Week 20","Barbados",0,0,0,0,NA,"DEN",291
2017,"Week 24 - Week 24","Bermuda",0,0,0,0,NA,NA,70
2017,"Week 20 - Week 20","British Virgin Islands",0,0,0,0,NA,"DEN",33
2017,"Week 24 - Week 24","Cayman Islands",0,0,0,0,NA,NA,56
2017,"Week 00 - Week 00","Curacao",0,0,0,0,NA,NA,148
2017,"Week 27 - Week 28","Dominica",0,0,0,0,NA,NA,74
2017,"Week 17 - Week 17","French Guiana",0,0,0,0,NA,NA,239
2017,"Week 20 - Week 20","Grenada",0,0,0,0,NA,"DEN",111
2017,"Week 22 - Week 26","Guadaloupe",3,0,0,0,NA,NA,411
2017,"Week 00 - Week 00","Guyana",NA,NA,0,0,NA,NA,808
2017,"Week 00 - Week 00","Haiti",NA,NA,0,0,NA,NA,10604
2017,"Week 27 - Week 28","Jamaica",6,9,0,0,NA,"DEN",2813
2017,"Week 22 - Week 26","Martinique",-57,1,0,0,"DEN 2","DEN 2",398
2017,"Week 24 - Week 24","Montserrat",0,0,0,0,NA,NA,5
2017,"Week 00 - Week 00","Netherlands Antilles",NA,NA,0,0,NA,NA,225
2017,"Week 22 - Week 26","St. Bartolome",6,0,0,0,NA,NA,9
2017,"Week 24 - Week 24","St. Kitts & Nevis",0,0,0,0,NA,NA,52
2017,"Week 24 - Week 24","St. Lucia",0,0,0,0,NA,"DEN",164
2017,"Week 22 - Week 26","St. Martin",32,0,0,0,NA,NA,41
2017,"Week 16 - Week 16","St. Vincent & the Grenadines",0,0,0,0,NA,NA,103
2017,"Week 00 - Week 00","Suriname",NA,NA,0,0,NA,NA,548
2017,"Week 19 - Week 19","Trinidad & Tobago",0,0,0,0,NA,NA,1347
2017,"Week 16 - Week 24","Turks & Caicos Islands",33,33,0,0,NA,"DEN",50
2017,"Week 28 - Week 30","Canada",0,0,0,0,NA,NA,NA
2017,"Week 28 - Week 30","United States",12,12,0,0,NA,"DEN",325128
2017,"Week 00 - Week 23","Belize",NA,NA,NA,NA,NA,"DEN",348
2017,"Week 28 - Week 30","Costa Rica",656,NA,0,0,NA,"DEN 1,2",5002
2017,"Week 28 - Week 29","El Salvador",206,26,0,0,NA,"DEN 2",6426
2017,"Week 24 - Week 27","Guatemala",226,0,NA,NA,NA,"DEN 1,2",16255
2017,"Week 28 - Week 30","Honduras",236,0,7,0,NA,"DEN 1, 2, 3",8721
2017,"Week 28 - Week 30","Mexico",714,392,111,0,NA,"DEN 1,2,3,4",125236
2017,"Week 26 - Week 26","Nicaragua",0,0,NA,0,NA,"DEN",6257
2017,"Week 25 - Week 30","Panama",1032,455,2,0,NA,"DEN 1,2",3988
2017,"Week 28 - Week 30","Bolivia",348,NA,1,NA,NA,NA,11025
2017,"Week 28 - Week 30","Colombia",1018,0,7,-2,NA,"DEN",49529
2017,"Week 28 - Week 28","Ecuador",0,0,0,0,NA,"DEN",16226
2017,"Week 28 - Week 30","Peru",1828,1031,22,5,NA,"DEN 2,3",31161
2017,"Week 17 - Week 17","Venezuela",0,0,0,0,NA,"DEN",31028
2017,"Week 28 - Week 30","Argentina",1460,151,0,0,"DEN 2,3","DEN 1,2,3",42155
2017,"Week 25 - Week 25","Brazil",0,NA,0,0,NA,"DEN",203657
2017,"Week 28 - Week 28","Chile",0,0,0,0,NA,"DEN 2",17924
2017,"Week 26 - Week 28","Paraguay",9,12,NA,0,NA,"DEN 1",7033
2017,"Week 28 - Week 30","Uruguay",0,0,0,0,NA,NA,3430
2017,"Week 25 - Week 25","Cuba",0,NA,NA,NA,NA,"DEN 2,3",11249
2017,"Week 27 - Week 30","Dominican Republic",105,NA,10,0,NA,"DEN",10652
2017,"Week 28 - Week 30","Puerto Rico",0,0,0,0,NA,"DEN 2",3680
2017,"Week 19 - Week 30","American Virgin Islands",0,0,0,0,NA,"DEN",104
2017,"Week 12 - Week 12","Anguilla",0,0,0,0,NA,"DEN",16
2017,"Week 24 - Week 24","Antigua & Barbuda",0,0,0,0,NA,NA,92
2017,"Week 24 - Week 24","Aruba",0,0,0,0,NA,"DEN",112
2017,"Week 20 - Week 20","Bahamas",0,0,0,0,NA,NA,388
2017,"Week 20 - Week 20","Barbados",0,0,0,0,NA,"DEN",291
2017,"Week 24 - Week 24","Bermuda",0,0,0,0,NA,NA,70
2017,"Week 20 - Week 20","British Virgin Islands",0,0,0,0,NA,"DEN",33
2017,"Week 24 - Week 24","Cayman Islands",0,0,0,0,NA,NA,56
2017,"Week 00 - Week 00","Curacao",0,0,0,0,NA,NA,148
2017,"Week 28 - Week 28","Dominica",0,0,0,0,NA,NA,74
2017,"Week 17 - Week 17","French Guiana",0,0,0,0,NA,NA,239
2017,"Week 20 - Week 20","Grenada",0,0,0,0,NA,"DEN",111
2017,"Week 26 - Week 26","Guadaloupe",0,0,0,0,NA,NA,411
2017,"Week 00 - Week 00","Guyana",NA,NA,0,0,NA,NA,808
2017,"Week 00 - Week 00","Haiti",NA,NA,0,0,NA,NA,10604
2017,"Week 28 - Week 28","Jamaica",0,0,0,0,NA,"DEN",2813
2017,"Week 26 - Week 26","Martinique",0,0,0,0,NA,"DEN 2",398
2017,"Week 24 - Week 24","Montserrat",0,0,0,0,NA,NA,5
2017,"Week 00 - Week 00","Netherlands Antilles",NA,NA,0,0,NA,NA,225
2017,"Week 26 - Week 26","St. Bartolome",0,0,0,0,NA,NA,9
2017,"Week 24 - Week 24","St. Kitts & Nevis",0,0,0,0,NA,NA,52
2017,"Week 24 - Week 24","St. Lucia",0,0,0,0,NA,"DEN",164
2017,"Week 26 - Week 26","St. Martin",0,0,0,0,NA,NA,41
2017,"Week 16 - Week 16","St. Vincent & the Grenadines",0,0,0,0,NA,NA,103
2017,"Week 00 - Week 00","Suriname",NA,NA,0,0,NA,NA,548
2017,"Week 19 - Week 19","Trinidad & Tobago",0,0,0,0,NA,NA,1347
2017,"Week 24 - Week 24","Turks & Caicos Islands",0,0,0,0,NA,"DEN",50
2017,"Week 30 - Week 32","Canada",0,0,0,0,NA,NA,NA
2017,"Week 30 - Week 32","United States",19,19,0,0,NA,"DEN",325128
2017,"Week 23 - Week 23","Belize",0,0,NA,0,NA,"DEN",348
2017,"Week 30 - Week 30","Costa Rica",0,NA,0,0,NA,"DEN 1,2",5002
2017,"Week 29 - Week 32","El Salvador",207,29,-50,0,NA,"DEN 2",6426
2017,"Week 27 - Week 31","Guatemala",539,156,NA,NA,"DEN 3,4","DEN 1,2,3,4",16255
2017,"Week 30 - Week 32","Honduras",204,0,4,0,NA,"DEN 1, 2, 3",8721
2017,"Week 30 - Week 32","Mexico",987,0,115,0,NA,"DEN 1,2,3",125236
2017,"Week 26 - Week 32","Nicaragua",10522,340,NA,0,"DEN 2","DEN 2",6257
2017,"Week 30 - Week 31","Panama",294,183,-1,0,NA,"DEN 1,2",3988
2017,"Week 30 - Week 32","Bolivia",-85,NA,0,NA,NA,NA,11025
2017,"Week 30 - Week 32","Colombia",734,0,5,-11,NA,"DEN",49529
2017,"Week 28 - Week 28","Ecuador",0,0,0,0,NA,"DEN",16226
2017,"Week 30 - Week 32","Peru",932,248,2,2,NA,"DEN 2,3",31161
2017,"Week 17 - Week 17","Venezuela",0,0,0,0,NA,"DEN",31028
2017,"Week 30 - Week 32","Argentina",-1132,-192,0,0,NA,"DEN 1,2,3",42155
2017,"Week 25 - Week 31","Brazil",18504,NA,23,15,"DEN 1,2,3,4","DEN 1,2,3,4",203657
2017,"Week 28 - Week 28","Chile",0,0,0,0,NA,"DEN 2",17924
2017,"Week 28 - Week 31","Paraguay",33,8,NA,0,NA,"DEN 1",7033
2017,"Week 30 - Week 32","Uruguay",0,0,0,0,NA,NA,3430
2017,"Week 25 - Week 25","Cuba",0,NA,NA,NA,NA,"DEN 2,3",11249
2017,"Week 30 - Week 30","Dominican Republic",0,NA,0,0,NA,"DEN",10652
2017,"Week 30 - Week 32","Puerto Rico",0,0,0,0,NA,"DEN 2",3680
2017,"Week 30 - Week 32","American Virgin Islands",0,0,0,0,NA,"DEN",104
2017,"Week 12 - Week 12","Anguilla",0,0,0,0,NA,"DEN",16
2017,"Week 24 - Week 24","Antigua & Barbuda",0,0,0,0,NA,NA,92
2017,"Week 24 - Week 24","Aruba",0,0,0,0,NA,"DEN",112
2017,"Week 20 - Week 20","Bahamas",0,0,0,0,NA,NA,388
2017,"Week 20 - Week 20","Barbados",0,0,0,0,NA,"DEN",291
2017,"Week 24 - Week 24","Bermuda",0,0,0,0,NA,NA,70
2017,"Week 20 - Week 20","British Virgin Islands",0,0,0,0,NA,"DEN",33
2017,"Week 24 - Week 24","Cayman Islands",0,0,0,0,NA,NA,56
2017,"Week 00 - Week 00","Curacao",0,0,0,0,NA,NA,148
