"Letalidad","Country","Country_sp","Total","Dengue","Dengue_Grave","Fips","ISO3166Alpha2","ISO3166Alpha3","Code","Muertes","PAHO_Code_Num","PAHO_Code","RegionLvl0","RegionLvl1","RegionLvl2","RegionLvl3","Region","TIS","Tipo","W_Pais","Year"
NA,"Argentina","Argentina",0,0,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1987
NA,"Argentina","Argentina",0,0,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1988
NA,"Argentina","Argentina",0,0,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1989
NA,"Argentina","Argentina",0,0,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1990
NA,"Argentina","Argentina",0,0,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1991
NA,"Argentina","Argentina",0,0,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1992
NA,"Argentina","Argentina",0,0,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1993
NA,"Argentina","Argentina",0,0,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1994
NA,"Argentina","Argentina",0,0,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1995
NA,"Argentina","Argentina",0,0,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1996
NA,"Argentina","Argentina",0,0,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1997
0,"Argentina","Argentina",822,822,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1998
0,"Argentina","Argentina",3,3,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",1999
0,"Argentina","Argentina",1700,1700,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2000
0,"Argentina","Argentina",11,11,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2001
0,"Argentina","Argentina",214,214,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2002
0,"Argentina","Argentina",135,135,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2003
0,"Argentina","Argentina",3284,3284,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2004
0,"Argentina","Argentina",34,34,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2005
0,"Argentina","Argentina",181,181,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2006
0,"Argentina","Argentina",173,173,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2007
0,"Argentina","Argentina",40,40,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2008
0.018792754,"Argentina","Argentina",26606,26600,6,"AR","AR","ARG",32,5,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2009
0,"Argentina","Argentina",1185,1185,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2010
0,"Argentina","Argentina",213,213,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2011
0,"Argentina","Argentina",2803,2803,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2012
0,"Argentina","Argentina",9294,9294,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2013
0,"Argentina","Argentina",3270,3270,0,"AR","AR","ARG",32,0,425,"ARG","AMR","LAC","SAR","LAM","SCR","ARG","Final","ARG",2014
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1980
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1981
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1982
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1983
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1984
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1985
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1986
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1987
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1988
0,"Bahamas","Bahamas",87,87,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1989
0,"Bahamas","Bahamas",2,2,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1990
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1991
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1992
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1993
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1994
0,"Bahamas","Bahamas",1,1,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1995
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1996
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1997
0,"Bahamas","Bahamas",336,336,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1998
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",1999
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2000
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2001
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2002
0,"Bahamas","Bahamas",180,180,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2003
0,"Bahamas","Bahamas",1,1,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2004
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2005
0,"Bahamas","Bahamas",1,1,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2006
NA,"Bahamas","Bahamas",0,0,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2007
0,"Bahamas","Bahamas",1,1,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2008
0,"Bahamas","Bahamas",1,0,1,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2009
40,"Bahamas","Bahamas",10,10,0,"BF","BS","BHS",44,4,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2010
0,"Bahamas","Bahamas",6997,6994,3,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2011
0,"Bahamas","Bahamas",3,3,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2012
0,"Bahamas","Bahamas",3,3,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2013
0,"Bahamas","Bahamas",136,136,0,"BF","BS","BHS",44,0,426,"BAH","AMR","LAC","NLC","CAR","NLC","BAH","Final","BHS",2014
NA,"Barbados","Barbados",0,0,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1980
0,"Barbados","Barbados",6,6,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1981
0,"Barbados","Barbados",99,99,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1982
0,"Barbados","Barbados",63,63,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1983
0,"Barbados","Barbados",63,63,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1984
NA,"Barbados","Barbados",0,0,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1985
NA,"Barbados","Barbados",0,0,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1986
0,"Barbados","Barbados",78,78,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1987
0,"Barbados","Barbados",10,10,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1988
0,"Barbados","Barbados",45,45,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1989
0,"Barbados","Barbados",236,236,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1990
0,"Barbados","Barbados",21,21,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1991
0,"Barbados","Barbados",4,4,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1992
0,"Barbados","Barbados",1,1,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1993
NA,"Barbados","Barbados",0,0,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1994
0.102669405,"Barbados","Barbados",974,972,2,"BB","BB","BRB",52,1,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1995
0,"Barbados","Barbados",130,130,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1996
1.020408163,"Barbados","Barbados",196,193,3,"BB","BB","BRB",52,2,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1997
0,"Barbados","Barbados",852,852,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1998
0.581395349,"Barbados","Barbados",688,680,8,"BB","BB","BRB",52,4,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",1999
0,"Barbados","Barbados",744,744,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2000
0,"Barbados","Barbados",1029,1015,14,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2001
0,"Barbados","Barbados",740,740,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2002
0,"Barbados","Barbados",557,557,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2003
0,"Barbados","Barbados",349,349,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2004
0,"Barbados","Barbados",320,320,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2005
0,"Barbados","Barbados",1,1,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2006
NA,"Barbados","Barbados",0,0,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2007
0,"Barbados","Barbados",1,1,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2008
0,"Barbados","Barbados",55,55,0,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2009
0,"Barbados","Barbados",2966,2910,56,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2010
0.270635995,"Barbados","Barbados",739,733,6,"BB","BB","BRB",52,2,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2011
0.109649123,"Barbados","Barbados",912,908,4,"BB","BB","BRB",52,1,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2012
0.140449438,"Barbados","Barbados",2848,2832,16,"BB","BB","BRB",52,4,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2013
0,"Barbados","Barbados",1728,1726,2,"BB","BB","BRB",52,0,427,"BAR","AMR","LAC","NLC","CAR","NLC","BAR","Final","BRB",2014
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1980
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1981
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1982
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1983
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1984
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1985
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1986
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1987
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1988
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1989
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1990
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1991
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1992
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1993
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1994
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1995
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1996
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1997
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1998
0,"Bermuda","Bermuda",3,3,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",1999
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2000
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2001
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2002
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2003
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2004
0,"Bermuda","Bermuda",2,2,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2005
0,"Bermuda","Bermuda",2,2,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2006
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2007
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2008
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2009
0,"Bermuda","Bermuda",2,2,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2010
0,"Bermuda","Bermuda",1,1,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2011
NA,"Bermuda","Bermuda",0,0,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2012
0,"Bermuda","Bermuda",1,1,0,"BD","BM","BMU",60,0,429,"BER","AMR","NAR","NLC","NAR","NAR","BER","Final","BMU",2013
