"location","target","score","forecast_week","team","skill"
"HHS Region 5","2 wk ahead",-0.186930517548391,1,"PSI",0.829501370171925
"HHS Region 5","3 wk ahead",-0.195803669131746,1,"PSI",0.822173636897537
"HHS Region 5","4 wk ahead",-0.203729924093065,1,"PSI",0.815682637669759
"HHS Region 5","Season onset",-0.0512932943875506,1,"PSI",0.95
"HHS Region 5","Season peak percentage",-2.72204080811167,1,"PSI",0.065740453780751
"HHS Region 5","Season peak week",-0.344117283197022,1,"PSI",0.708845787473959
"HHS Region 6","1 wk ahead",-2.35576471511706,1,"PSI",0.0948209677749433
"HHS Region 6","2 wk ahead",-2.01183573729536,1,"PSI",0.133742932289796
"HHS Region 6","3 wk ahead",-3.36752877811417,1,"PSI",0.0344747268621592
"HHS Region 6","4 wk ahead",-6.35253002545637,1,"PSI",0.00174233340731819
"HHS Region 6","Season onset",-1.6094379124341,1,"PSI",0.2
"HHS Region 6","Season peak percentage",-5.01550225395007,1,"PSI",0.00663429909736305
"HHS Region 6","Season peak week",-0.0458612323171209,1,"PSI",0.955174500346654
"HHS Region 7","1 wk ahead",-0.114000405731938,1,"PSI",0.892257593864932
"HHS Region 7","2 wk ahead",-0.192986818853379,1,"PSI",0.82449284182852
"HHS Region 7","3 wk ahead",-2.387590471046,1,"PSI",0.0918507344607952
"HHS Region 7","4 wk ahead",-4.80664106634289,1,"PSI",0.00817527383320833
"HHS Region 7","Season onset",0,1,"PSI",1
"HHS Region 7","Season peak percentage",-3.75142335496694,1,"PSI",0.0234842955670986
"HHS Region 7","Season peak week",-0.111926691800927,1,"PSI",0.894109800677163
"HHS Region 8","1 wk ahead",-0.084559623110463,1,"PSI",0.918916865061712
"HHS Region 8","2 wk ahead",-0.132739647067157,1,"PSI",0.875693051686788
"HHS Region 8","3 wk ahead",-0.140782816234355,1,"PSI",0.868677953961082
"HHS Region 8","4 wk ahead",-0.104780088109079,1,"PSI",0.900522536426471
"HHS Region 8","Season onset",0,1,"PSI",1
"HHS Region 8","Season peak percentage",-0.147139408285345,1,"PSI",0.863173635471706
"HHS Region 8","Season peak week",-0.893017577428071,1,"PSI",0.409418435012069
"HHS Region 9","1 wk ahead",-0.398487225016718,1,"PSI",0.671334856828733
"HHS Region 9","2 wk ahead",-2.2015948626756,1,"PSI",0.110626583384572
"HHS Region 9","3 wk ahead",-2.27173001317225,1,"PSI",0.103133603165451
"HHS Region 9","4 wk ahead",-2.35015707881901,1,"PSI",0.095354182916675
"HHS Region 9","Season onset",0,1,"PSI",1
"HHS Region 9","Season peak percentage",-1.23453762330807,1,"PSI",0.290969268677068
"HHS Region 9","Season peak week",-10,1,"PSI",4.53999297624849e-05
"US National","1 wk ahead",-0.0611259486247414,1,"PSI",0.940704751844688
"US National","2 wk ahead",-0.0825668569733143,1,"PSI",0.920749877248977
"US National","3 wk ahead",-0.136646179993945,1,"PSI",0.872278801229602
"US National","4 wk ahead",-3.03559674272219,1,"PSI",0.0480459832284389
"US National","Season onset",0,1,"PSI",1
"US National","Season peak percentage",-3.33843397368361,1,"PSI",0.0354924964061338
"US National","Season peak week",-0.0680470880325963,1,"PSI",0.934216482125324
"HHS Region 1","1 wk ahead",-0.0139035469151973,2,"PSI",0.986192661
"HHS Region 1","2 wk ahead",-0.0556820339899269,2,"PSI",0.945839833
"HHS Region 1","3 wk ahead",-0.100472568934818,2,"PSI",0.904409921
"HHS Region 1","4 wk ahead",-2.16210586879658,2,"PSI",0.115082517
"HHS Region 1","Season onset",0,2,"PSI",1
"HHS Region 1","Season peak percentage",-1.69404426563153,2,"PSI",0.183774785
"HHS Region 1","Season peak week",-0.192833553135656,2,"PSI",0.824619218
"HHS Region 10","1 wk ahead",-0.847131737519704,2,"PSI",0.42864263
"HHS Region 10","2 wk ahead",-0.775692821626223,2,"PSI",0.460384706
"HHS Region 10","3 wk ahead",-0.938091230286416,2,"PSI",0.391374166
"HHS Region 10","4 wk ahead",-1.30274798431581,2,"PSI",0.271783908
"HHS Region 10","Season onset",0,2,"PSI",1
"HHS Region 10","Season peak percentage",-0.156936809150174,2,"PSI",0.85475807
"HHS Region 10","Season peak week",-0.0512932943875506,2,"PSI",0.95
"HHS Region 2","1 wk ahead",-0.305420866677306,2,"PSI",0.736813209
"HHS Region 2","2 wk ahead",-0.323004043480046,2,"PSI",0.723970927
"HHS Region 2","3 wk ahead",-0.417893429736051,2,"PSI",0.658432394
"HHS Region 2","4 wk ahead",-0.703376510209658,2,"PSI",0.494911406
"HHS Region 2","Season onset",0,2,"PSI",1
"HHS Region 2","Season peak percentage",-0.612542727310388,2,"PSI",0.541971031
"HHS Region 2","Season peak week",-0.13030877483967,2,"PSI",0.877824339
"HHS Region 3","1 wk ahead",-0.378528326282053,2,"PSI",0.684868571
"HHS Region 3","2 wk ahead",-0.189317995692822,2,"PSI",0.827523316
"HHS Region 3","3 wk ahead",-0.176607791882797,2,"PSI",0.838108433
"HHS Region 3","4 wk ahead",-2.94219683365437,2,"PSI",0.052749719
"HHS Region 3","Season onset",0,2,"PSI",1
"HHS Region 3","Season peak percentage",-3.10866476215727,2,"PSI",0.044660548
"HHS Region 3","Season peak week",-0.0442188238849744,2,"PSI",0.956744576
"HHS Region 4","1 wk ahead",-0.784966087954495,2,"PSI",0.45613517
"HHS Region 4","2 wk ahead",-0.0827456275224597,2,"PSI",0.920585289
"HHS Region 4","3 wk ahead",-2.76881736276447,2,"PSI",0.062736155
"HHS Region 4","4 wk ahead",-4.55891294123808,2,"PSI",0.010473438
"HHS Region 4","Season onset",-10,2,"PSI",4.53999297624849e-05
"HHS Region 4","Season peak percentage",-4.20207956140263,2,"PSI",0.014964425
"HHS Region 4","Season peak week",-0.0432228419577397,2,"PSI",0.957697951
"HHS Region 5","1 wk ahead",-0.0516250346704318,2,"PSI",0.949684899
"HHS Region 5","2 wk ahead",-0.0993862991028025,2,"PSI",0.905392888
"HHS Region 5","3 wk ahead",-0.148340898007323,2,"PSI",0.862137164
"HHS Region 5","4 wk ahead",-0.651170643180866,2,"PSI",0.521435005
"HHS Region 5","Season onset",0,2,"PSI",1
"HHS Region 5","Season peak percentage",-2.72481606603224,2,"PSI",0.06555826
"HHS Region 5","Season peak week",-0.142632687473644,2,"PSI",0.867072497
"HHS Region 6","1 wk ahead",-0.647702006542219,2,"PSI",0.523246814
"HHS Region 6","2 wk ahead",-1.28482198127508,2,"PSI",0.276699837
"HHS Region 6","3 wk ahead",-3.81023941434441,2,"PSI",0.022142877
"HHS Region 6","4 wk ahead",-4.36780567358116,2,"PSI",0.012679032
"HHS Region 6","Season onset",-10,2,"PSI",4.53999297624849e-05
"HHS Region 6","Season peak percentage",-3.88060568857684,2,"PSI",0.020638321
"HHS Region 6","Season peak week",-0.156791830096022,2,"PSI",0.854882001
"HHS Region 7","1 wk ahead",-0.569161200778954,2,"PSI",0.566
"HHS Region 7","2 wk ahead",-0.921303273697699,2,"PSI",0.398
"HHS Region 7","3 wk ahead",-1.43129172705063,2,"PSI",0.239
"HHS Region 7","4 wk ahead",-2.28278246569787,2,"PSI",0.102
"HHS Region 7","Season onset",0,2,"PSI",1
"HHS Region 7","Season peak percentage",-2.23492644452023,2,"PSI",0.107
"HHS Region 7","Season peak week",-0.0555127099302588,2,"PSI",0.946
"HHS Region 8","1 wk ahead",-0.0361592787693419,2,"PSI",0.964486659
"HHS Region 8","2 wk ahead",-0.518502232003327,2,"PSI",0.595411669
"HHS Region 8","3 wk ahead",-0.315100945615656,2,"PSI",0.729715209
"HHS Region 8","4 wk ahead",-0.381085922191777,2,"PSI",0.683119192
"HHS Region 8","Season onset",0,2,"PSI",1
"HHS Region 8","Season peak percentage",-0.12980993954319,2,"PSI",0.878262338
"HHS Region 8","Season peak week",-2.4823835036002,2,"PSI",0.083543861
"HHS Region 9","1 wk ahead",-1.72997783794646,2,"PSI",0.177288339
"HHS Region 9","2 wk ahead",-1.38217797308223,2,"PSI",0.251031218
"HHS Region 9","3 wk ahead",-1.40129403588083,2,"PSI",0.246278065
"HHS Region 9","4 wk ahead",-3.11052363124489,2,"PSI",0.044577607
"HHS Region 9","Season onset",0,2,"PSI",1
"HHS Region 9","Season peak percentage",-0.657408582554273,2,"PSI",0.518192449
"HHS Region 9","Season peak week",-10,2,"PSI",4.53999297624849e-05
"US National","1 wk ahead",-0.041267223828449,2,"PSI",0.959572675
"US National","2 wk ahead",-0.0572805591817401,2,"PSI",0.944329092
"US National","3 wk ahead",-0.921850229783575,2,"PSI",0.397782371
"US National","4 wk ahead",-3.61932372772619,2,"PSI",0.0268007950000001
"US National","Season onset",0,2,"PSI",1
"US National","Season peak percentage",-3.24022865761219,2,"PSI",0.0391549410000001
"US National","Season peak week",-0.0642880906312416,2,"PSI",0.937734808
"HHS Region 1","1 wk ahead",-0.00832581157942852,3,"PSI",0.991708752
"HHS Region 1","2 wk ahead",-0.0168836683649055,3,"PSI",0.983258062
"HHS Region 1","3 wk ahead",-1.26782592840175,3,"PSI",0.281442834
"HHS Region 1","4 wk ahead",-0.199072646578268,3,"PSI",0.819490358
"HHS Region 1","Season onset",0,3,"PSI",1
"HHS Region 1","Season peak percentage",-0.739790523799374,3,"PSI",0.47721387
"HHS Region 1","Season peak week",-0.47690184411513,3,"PSI",0.620703452
"HHS Region 10","1 wk ahead",-0.113971436787487,3,"PSI",0.892283442
"HHS Region 10","2 wk ahead",-0.504857907724951,3,"PSI",0.603591335
"HHS Region 10","3 wk ahead",-1.18784017776132,3,"PSI",0.304879038
"HHS Region 10","4 wk ahead",-2.00871108520175,3,"PSI",0.134161486
"HHS Region 10","Season onset",0,3,"PSI",1
"HHS Region 10","Season peak percentage",-0.0304592074847086,3,"PSI",0.97
"HHS Region 10","Season peak week",-0.0618754037180875,3,"PSI",0.94
"HHS Region 2","1 wk ahead",-4.81640900565399,3,"PSI",0.008095807
"HHS Region 2","2 wk ahead",-4.31288661668018,3,"PSI",0.013394828
"HHS Region 2","3 wk ahead",-4.23576779076929,3,"PSI",0.014468697
"HHS Region 2","4 wk ahead",-3.33512215436254,3,"PSI",0.035610236
"HHS Region 2","Season onset",0,3,"PSI",1
"HHS Region 2","Season peak percentage",-3.91202300542815,3,"PSI",0.02
"HHS Region 2","Season peak week",-4.60517018598809,3,"PSI",0.01
"HHS Region 3","1 wk ahead",-0.0732215067187933,3,"PSI",0.92939494
"HHS Region 3","2 wk ahead",-0.111111326584869,3,"PSI",0.894839124
"HHS Region 3","3 wk ahead",-3.37688815962972,3,"PSI",0.03415357
"HHS Region 3","4 wk ahead",-3.4733147256622,3,"PSI",0.031014057
"HHS Region 3","Season onset",0,3,"PSI",1
"HHS Region 3","Season peak percentage",-3.25669872741408,3,"PSI",0.038515338
"HHS Region 3","Season peak week",-0.0988601201932161,3,"PSI",0.905869412
"HHS Region 4","1 wk ahead",-0.0544808217911803,3,"PSI",0.94697667
"HHS Region 4","2 wk ahead",-0.447577691329862,3,"PSI",0.639174556
"HHS Region 4","3 wk ahead",-2.70506433324566,3,"PSI",0.066866022
"HHS Region 4","4 wk ahead",-4.10065082496389,3,"PSI",0.016561893
"HHS Region 4","Season onset",-10,3,"PSI",4.53999297624849e-05
"HHS Region 4","Season peak percentage",-4.01291197779797,3,"PSI",0.018080668
"HHS Region 4","Season peak week",-0.0999207900513792,3,"PSI",0.904909093
"HHS Region 5","1 wk ahead",-0.0387138369967078,3,"PSI",0.962025966
"HHS Region 5","2 wk ahead",-0.0313626608366366,3,"PSI",0.969124046
"HHS Region 5","3 wk ahead",-0.874999353931536,3,"PSI",0.416862289
"HHS Region 5","4 wk ahead",-3.26635597747759,3,"PSI",0.038145176
"HHS Region 5","Season onset",0,3,"PSI",1
"HHS Region 5","Season peak percentage",-3.09631106213506,3,"PSI",0.045215693
"HHS Region 5","Season peak week",-0.0349993840732039,3,"PSI",0.965606011
"HHS Region 6","1 wk ahead",-0.502457299401032,3,"PSI",0.605042062
"HHS Region 6","2 wk ahead",-3.72337732148152,3,"PSI",0.02415226
"HHS Region 6","3 wk ahead",-4.18787545789168,3,"PSI",0.015178498
"HHS Region 6","4 wk ahead",-3.87387339454631,3,"PSI",0.020777733
"HHS Region 6","Season onset",0,3,"PSI",1
"HHS Region 6","Season peak percentage",-3.83546398953778,3,"PSI",0.021591318
"HHS Region 6","Season peak week",-0.0866111214661964,3,"PSI",0.917033641
"HHS Region 7","1 wk ahead",-1.74251178116721,3,"PSI",0.175080085
"HHS Region 7","2 wk ahead",-2.48456677555179,3,"PSI",0.083361661
"HHS Region 7","3 wk ahead",-2.88369184626656,3,"PSI",0.055927904
"HHS Region 7","4 wk ahead",-0.164418994655306,3,"PSI",0.848386478
"HHS Region 7","Season onset",0,3,"PSI",1
"HHS Region 7","Season peak percentage",-3.38544934547532,3,"PSI",0.033862423
"HHS Region 7","Season peak week",-1.91922147333971,3,"PSI",0.146721144
"HHS Region 8","1 wk ahead",-0.506665026068807,3,"PSI",0.602501559
"HHS Region 8","2 wk ahead",-0.659747022094167,3,"PSI",0.516982103
"HHS Region 8","3 wk ahead",-1.42975421088983,3,"PSI",0.239367749
"HHS Region 8","4 wk ahead",-0.386499442731622,3,"PSI",0.679431104
"HHS Region 8","Season onset",0,3,"PSI",1
"HHS Region 8","Season peak percentage",-0.355419900406875,3,"PSI",0.700879082
"HHS Region 8","Season peak week",-0.16691211837722,3,"PSI",0.84627398
"HHS Region 9","1 wk ahead",-0.0564154312140275,3,"PSI",0.945146411
"HHS Region 9","2 wk ahead",-0.0635208897667247,3,"PSI",0.938454515
"HHS Region 9","3 wk ahead",-0.711348088733343,3,"PSI",0.490981864
"HHS Region 9","4 wk ahead",-1.50431373420176,3,"PSI",0.222169709
"HHS Region 9","Season onset",0,3,"PSI",1
"HHS Region 9","Season peak percentage",-0.0869779768201489,3,"PSI",0.916697284
"HHS Region 9","Season peak week",-2.4703672253469,3,"PSI",0.084553803
"US National","1 wk ahead",-0.0830605344020407,3,"PSI",0.920295436
"US National","2 wk ahead",-1.72506427538184,3,"PSI",0.1781616
"US National","3 wk ahead",-2.98709032300964,3,"PSI",0.0504339700000001
"US National","4 wk ahead",-2.92803102785661,3,"PSI",0.053502279
"US National","Season onset",0,3,"PSI",1
"US National","Season peak percentage",-3.31168894492283,3,"PSI",0.0364545520000001
"US National","Season peak week",-0.0732722248724079,3,"PSI",0.929347804
"HHS Region 1","1 wk ahead",-0.019184637970925,4,"PSI",0.980998216
"HHS Region 1","2 wk ahead",-1.06828568611505,4,"PSI",0.343597046
"HHS Region 1","3 wk ahead",-0.091929127508844,4,"PSI",0.912169795
"HHS Region 1","4 wk ahead",-0.0608048514318162,4,"PSI",0.941006858
"HHS Region 1","Season onset",0,4,"PSI",1
"HHS Region 1","Season peak percentage",-0.229939300197288,4,"PSI",0.794581832
"HHS Region 1","Season peak week",-1.76531331206919,4,"PSI",0.17113316
"HHS Region 10","1 wk ahead",-1.28097807884035,4,"PSI",0.277765491
"HHS Region 10","2 wk ahead",-2.72838414152021,4,"PSI",0.06532476
"HHS Region 10","3 wk ahead",-3.38486385297164,4,"PSI",0.033882255
"HHS Region 10","4 wk ahead",-3.24854789377417,4,"PSI",0.038830553
"HHS Region 10","Season onset",0,4,"PSI",1
"HHS Region 10","Season peak percentage",0,4,"PSI",1
"HHS Region 10","Season peak week",0,4,"PSI",1
"HHS Region 2","1 wk ahead",-1.4822290662996,4,"PSI",0.227130834
"HHS Region 2","2 wk ahead",-1.19888141746074,4,"PSI",0.301531311
"HHS Region 2","3 wk ahead",-6.14513007797237,4,"PSI",0.002143897
"HHS Region 2","4 wk ahead",-9.61081793857331,4,"PSI",6.69999999999999e-05
"HHS Region 2","Season onset",0,4,"PSI",1
"HHS Region 2","Season peak percentage",-0.983045760984946,4,"PSI",0.37416973
"HHS Region 2","Season peak week",-0.100475283415581,4,"PSI",0.904407466
"HHS Region 3","1 wk ahead",-0.209254219955291,4,"PSI",0.811188989
"HHS Region 3","2 wk ahead",-1.27643640970487,4,"PSI",0.279029879
"HHS Region 3","3 wk ahead",-0.628514860071671,4,"PSI",0.533383362
"HHS Region 3","4 wk ahead",-0.0986755708855746,4,"PSI",0.906036605
"HHS Region 3","Season onset",0,4,"PSI",1
"HHS Region 3","Season peak percentage",-0.313040203984097,4,"PSI",0.731220514
"HHS Region 3","Season peak week",-0.0849530713003651,4,"PSI",0.91855539
"HHS Region 4","1 wk ahead",-0.561172113882618,4,"PSI",0.570539934
"HHS Region 4","2 wk ahead",-2.15120555781529,4,"PSI",0.116343814
"HHS Region 4","3 wk ahead",-3.70814048250129,4,"PSI",0.024523082
"HHS Region 4","4 wk ahead",-4.73800079564694,4,"PSI",0.008756134
"HHS Region 4","Season onset",0,4,"PSI",1
"HHS Region 4","Season peak percentage",-3.64298127723524,4,"PSI",0.026174195
"HHS Region 4","Season peak week",-0.0288697064625865,4,"PSI",0.971543042
"HHS Region 5","1 wk ahead",-0.050721819815517,4,"PSI",0.950543056
"HHS Region 5","2 wk ahead",-1.48319608235465,4,"PSI",0.226911301
"HHS Region 5","3 wk ahead",-3.47089324304575,4,"PSI",0.031089248
"HHS Region 5","4 wk ahead",-4.12913963020599,4,"PSI",0.016096722
"HHS Region 5","Season onset",0,4,"PSI",1
"HHS Region 5","Season peak percentage",-3.45436195211095,4,"PSI",0.031607465
"HHS Region 5","Season peak week",-0.0523830553297897,4,"PSI",0.948965291
"HHS Region 6","1 wk ahead",-3.10980074923843,4,"PSI",0.044609843
"HHS Region 6","2 wk ahead",-3.91273595951953,4,"PSI",0.019985746
"HHS Region 6","3 wk ahead",-3.22765219982732,4,"PSI",0.039650481
"HHS Region 6","4 wk ahead",-3.46599785710676,4,"PSI",0.031241815
"HHS Region 6","Season onset",0,4,"PSI",1
"HHS Region 6","Season peak percentage",-3.43781955155529,4,"PSI",0.032134677
"HHS Region 6","Season peak week",-0.0985024438617341,4,"PSI",0.906193478
"HHS Region 7","1 wk ahead",-1.10668872243363,4,"PSI",0.330652031
"HHS Region 7","2 wk ahead",-1.79352307146066,4,"PSI",0.166372992
"HHS Region 7","3 wk ahead",-0.934189142043112,4,"PSI",0.392904326
"HHS Region 7","4 wk ahead",-1.68954202324277,4,"PSI",0.184604049
"HHS Region 7","Season onset",0,4,"PSI",1
"HHS Region 7","Season peak percentage",-1.55298721285371,4,"PSI",0.21161489
"HHS Region 7","Season peak week",-0.411647838858397,4,"PSI",0.662557562
"HHS Region 8","1 wk ahead",-0.371200460309859,4,"PSI",0.689905629
"HHS Region 8","2 wk ahead",-0.803590710652872,4,"PSI",0.447718447
"HHS Region 8","3 wk ahead",-0.123711136425887,4,"PSI",0.883635054
"HHS Region 8","4 wk ahead",-3.48881932682879,4,"PSI",0.030536905
"HHS Region 8","Season onset",0,4,"PSI",1
"HHS Region 8","Season peak percentage",-0.131440697366011,4,"PSI",0.876831272
"HHS Region 8","Season peak week",-0.0707160932382144,4,"PSI",0.931726378
"HHS Region 9","1 wk ahead",-0.102720027040471,4,"PSI",0.90237958
"HHS Region 9","2 wk ahead",-0.335350040319084,4,"PSI",0.715087733
"HHS Region 9","3 wk ahead",-0.576061232256949,4,"PSI",0.562108025
"HHS Region 9","4 wk ahead",-0.232416237595332,4,"PSI",0.792616138
"HHS Region 9","Season onset",0,4,"PSI",1
"HHS Region 9","Season peak percentage",-0.271523540866753,4,"PSI",0.76221734
"HHS Region 9","Season peak week",-1.53247687129797,4,"PSI",0.216
"US National","1 wk ahead",-0.164499180666242,4,"PSI",0.848318452
"US National","2 wk ahead",-2.51528551410855,4,"PSI",0.0808398280000004
"US National","3 wk ahead",-1.69024577109434,4,"PSI",0.18447418
"US National","4 wk ahead",-1.64344712507743,4,"PSI",0.19331252
"US National","Season onset",0,4,"PSI",1
"US National","Season peak percentage",-2.61525907782191,4,"PSI",0.0731488350000001
"US National","Season peak week",-0.0539100572323014,4,"PSI",0.947517325
"HHS Region 1","1 wk ahead",-0.170648861980026,5,"PSI",0.843117572135271
"HHS Region 1","2 wk ahead",-0.241183342301086,5,"PSI",0.785697561583264
"HHS Region 1","3 wk ahead",-0.319636519855322,5,"PSI",0.726413025805169
"HHS Region 1","4 wk ahead",-1.2901022058052,5,"PSI",0.275242650255412
"HHS Region 1","Season onset",0,5,"PSI",1
"HHS Region 1","Season peak percentage",-0.190694407141581,5,"PSI",0.82638508694919
"HHS Region 1","Season peak week",-0.736169636851022,5,"PSI",0.478944939585779
"HHS Region 10","1 wk ahead",-0.710950233774405,5,"PSI",0.491177242432903
"HHS Region 10","2 wk ahead",-0.657182655179546,5,"PSI",0.518309536085697
"HHS Region 10","3 wk ahead",-0.708818487611682,5,"PSI",0.492225424466749
"HHS Region 10","4 wk ahead",-0.457425262458878,5,"PSI",0.632911129481066
"HHS Region 10","Season onset",0,5,"PSI",1
"HHS Region 10","Season peak percentage",0,5,"PSI",1
"HHS Region 10","Season peak week",0,5,"PSI",1
"HHS Region 2","1 wk ahead",-0.937195050307309,5,"PSI",0.39172506490271
"HHS Region 2","2 wk ahead",-2.33715415143367,5,"PSI",0.0966021625436829
"HHS Region 2","3 wk ahead",-10,5,"PSI",4.53999297624849e-05
"HHS Region 2","4 wk ahead",-10,5,"PSI",4.53999297624849e-05
"HHS Region 2","Season onset",0,5,"PSI",1
"HHS Region 2","Season peak percentage",-0.552689827864689,5,"PSI",0.5754
"HHS Region 2","Season peak week",-2.07850750361262,5,"PSI",0.125116809302077
"HHS Region 3","1 wk ahead",-0.13192388375167,5,"PSI",0.876407701406862
"HHS Region 3","2 wk ahead",-0.861590141276834,5,"PSI",0.422489729533495
"HHS Region 3","3 wk ahead",-3.13517511013661,5,"PSI",0.0434921372483571
"HHS Region 3","4 wk ahead",-3.52573310882742,5,"PSI",0.0294302239016234
"HHS Region 3","Season onset",0,5,"PSI",1
"HHS Region 3","Season peak percentage",-2.60995057233994,5,"PSI",0.0735381784933162
"HHS Region 3","Season peak week",-2.05165068980018,5,"PSI",0.128522577486002
"HHS Region 4","1 wk ahead",-0.0966374513154736,5,"PSI",0.907885099021922
"HHS Region 4","2 wk ahead",-0.173514395142393,5,"PSI",0.840705049005884
"HHS Region 4","3 wk ahead",-0.296098737205572,5,"PSI",0.743713992153483
"HHS Region 4","4 wk ahead",-2.81571066155193,5,"PSI",0.0598621618832764
"HHS Region 4","Season onset",0,5,"PSI",1
"HHS Region 4","Season peak percentage",-0.226845433624925,5,"PSI",0.797043968966694
"HHS Region 4","Season peak week",-0.575712523473343,5,"PSI",0.56230407118518
"HHS Region 5","1 wk ahead",-0.12067357012418,5,"PSI",0.886323234759737
"HHS Region 5","2 wk ahead",-0.333643033843966,5,"PSI",0.716309434820311
"HHS Region 5","3 wk ahead",-0.352698321908307,5,"PSI",0.702789177498082
"HHS Region 5","4 wk ahead",-2.2570224970979,5,"PSI",0.104661651646231
"HHS Region 5","Season onset",0,5,"PSI",1
"HHS Region 5","Season peak percentage",-0.273379345953252,5,"PSI",0.760804124914875
"HHS Region 5","Season peak week",-0.138448154942669,5,"PSI",0.870708392025446
"HHS Region 6","1 wk ahead",-4.71376876704401,5,"PSI",0.00897090454333525
"HHS Region 6","2 wk ahead",-0.555992428873727,5,"PSI",0.573502817921531
"HHS Region 6","3 wk ahead",-2.63931028600468,5,"PSI",0.0714105054000964
"HHS Region 6","4 wk ahead",-3.78727880075352,5,"PSI",0.0226571727211615
"HHS Region 6","Season onset",0,5,"PSI",1
"HHS Region 6","Season peak percentage",-0.682420641240263,5,"PSI",0.505392137446104
"HHS Region 6","Season peak week",-0.156363525408109,5,"PSI",0.85524822939171
"HHS Region 7","1 wk ahead",-0.0752926708266922,5,"PSI",0.927472002605072
"HHS Region 7","2 wk ahead",-6.27498335423054,5,"PSI",0.00188282239454564
"HHS Region 7","3 wk ahead",-10,5,"PSI",4.53999297624849e-05
"HHS Region 7","4 wk ahead",-10,5,"PSI",4.53999297624849e-05
"HHS Region 7","Season onset",0,5,"PSI",1
"HHS Region 7","Season peak percentage",-2.00040151346914,5,"PSI",0.135280955204991
"HHS Region 7","Season peak week",-2.61656287885273,5,"PSI",0.0730535256192593
"HHS Region 8","1 wk ahead",-0.802206248778493,5,"PSI",0.448338725397148
"HHS Region 8","2 wk ahead",-0.106635183368382,5,"PSI",0.898853529899939
"HHS Region 8","3 wk ahead",-3.47493016430149,5,"PSI",0.0309639961399717
"HHS Region 8","4 wk ahead",-3.20463698304538,5,"PSI",0.0405736278796033
"HHS Region 8","Season onset",0,5,"PSI",1
"HHS Region 8","Season peak percentage",-0.224095210540657,5,"PSI",0.799239034766066
"HHS Region 8","Season peak week",-0.112260716458611,5,"PSI",0.893811195830527
"HHS Region 9","1 wk ahead",-0.742572881661145,5,"PSI",0.475887935704311
"HHS Region 9","2 wk ahead",-1.25887025433351,5,"PSI",0.283974664492578
"HHS Region 9","3 wk ahead",-0.686553149103929,5,"PSI",0.50330790997322
"HHS Region 9","4 wk ahead",-0.604051738002585,5,"PSI",0.546592493859159
