"CATUMBI"," 12 967","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"RIO COMPRIDO"," 31 161","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","  8"
"CIDADE NOVA"," 4 031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  4"
"ESTÁCIO"," 20 722","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  8"
"VII SÃO CRISTOVÃO"," 65 395","  0","  0","  0","  0","  1","  1","  0","  1","  0","  0","  1","  1","  1","  0","  1","  4","  8","  3","  4","  6","  1","  2","  1","  3","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  42"
"SÃO CRISTOVÃO"," 35 455","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","2","6","3","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  18"
"MANGUEIRA"," 11 311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"BENFICA"," 18 629","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","2","1","0","3","5","0","2","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","  22"
"VASCO DA GAMA[1]"," ","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"XXI PAQUETÁ"," 3 698","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  2","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0","  1","  0","  0","  0","  2","  0","  0","  0","  13"
"PAQUETÁ"," 3 698","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  2","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0","  1","  0","  0","  0","  2","  0","  0","  0","  13"
"XXIII SANTA TERESA"," 39 163","  0","  3","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  1","  1","  2","  0","  0","  2","  5","  0","  0","  1","  1","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  21"
"SANTA TERESA"," 39 163","  0","  3","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  1","  1","  2","  0","  0","  2","  5","  0","  0","  1","  1","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  21"
"ÁREA DE PLANEJAMENTO 2.1"," 641 078","  3","  5","  3","  5","  1","  1","  1","  1","  0","  1","  3","  5","  5","  4","  2","  4","  3","  5","  3","  3","  2","  5","  1","  1","  5","  1","  1","  0","  1","  1","  0","  1","  0","  3","  0","  0","  0","  0","  0","  0","  1","  0","  2","  1","  0","  0","  0","  0","  1","  0","  3","  0","  88"
"IV BOTAFOGO"," 234 713","  1","  2","  0","  2","  1","  0","  1","  1","  0","  1","  1","  2","  2","  1","  0","  1","  1","  3","  1","  2","  1","  1","  0","  0","  3","  0","  1","  0","  1","  1","  0","  1","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  0","  0","  0","  0","  1","  0","  1","  0","  37"
"FLAMENGO"," 52 510","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  8"
"GLORIA"," 10 986","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","  5"
"LARANJEIRAS"," 45 299","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  7"
"CATETE"," 20 617","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","  8"
"COSME VELHO"," 7 313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"BOTAFOGO"," 76 962","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  7"
"HUMAITÁ"," 14 886","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"URCA"," 6 140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"V COPACABANA"," 157 391","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  1","  1","  0","  0","  2","  0","  1","  0","  1","  0","  0","  0","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  12"
"LEME"," 14 681","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"COPACABANA"," 142 710","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","2","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","  12"
"VI LAGOA"," 178 374","  1","  1","  3","  3","  0","  1","  0","  0","  0","  0","  0","  1","  1","  2","  1","  2","  0","  2","  1","  1","  0","  4","  1","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  2","  0","  31"
"IPANEMA"," 46 813","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"LEBLON"," 45 539","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","  9"
"LAGOA"," 19 367","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"JARDIM BOTÃNICO"," 20 235","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  3"
"GÁVEA"," 20 922","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","  5"
"VIDIGAL"," 15 643","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  3"
"SÃO CONRADO"," 9 854","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","  4"
"XXVII ROCINHA"," 70 600","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  2","  1","  1","  0","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  8"
"ROCINHA"," 70 600","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  2","  1","  1","  0","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  8"
"ÁREA DE PLANEJAMENTO 2.2"," 356 036","  1","  0","  0","  0","  0","  2","  1","  3","  1","  2","  3","  2","  8","  7","  4","  6","  20","  14","  21","  20","  15","  19","  14","  8","  5","  2","  3","  3","  3","  0","  1","  0","  1","  2","  1","  0","  1","  1","  0","  0","  0","  0","  0","  1","  0","  1","  2","  1","  0","  0","  0","  0","  199"
"VIII TIJUCA"," 174 263","  0","  0","  0","  0","  0","  1","  1","  1","  0","  1","  2","  1","  3","  3","  1","  3","  8","  5","  8","  7","  5","  5","  4","  4","  0","  1","  2","  3","  2","  0","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  0","  0","  0","  75"
"PRAÇA DA BANDEIRA"," 8 642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  3"
"TIJUCA"," 158 390","0","0","0","0","0","1","1","1","0","1","2","1","3","2","1","2","8","5","7","7","4","4","4","3","0","1","2","3","2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","  69"
"ALTO DA BOA VISTA"," 7 231","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  3"
"IX VILA ISABEL"," 181 772","  1","  0","  0","  0","  0","  1","  0","  2","  1","  1","  1","  1","  5","  4","  3","  3","  12","  9","  13","  13","  10","  14","  10","  4","  5","  1","  1","  0","  1","  0","  1","  0","  1","  1","  1","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","  0","  2","  0","  0","  0","  0","  0","  124"
"MARACANÃ"," 27 073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  7"
"VILA ISABEL"," 82 026","0","0","0","0","0","1","0","0","1","0","1","0","0","3","2","1","5","8","9","7","6","10","7","2","2","1","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","  72"
"ANDARAI"," 36 112","1","0","0","0","0","0","0","1","0","0","0","0","2","0","0","2","2","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","  14"
"GRAJAU"," 36 561","0","0","0","0","0","0","0","1","0","1","0","1","3","1","1","0","3","1","4","5","1","3","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  31"
"ÁREA DE PLANEJAMENTO 3.1"," 912 347","  2","  6","  3","  9","  12","  6","  7","  13","  10","  9","  13","  18","  20","  19","  25","  25","  45","  43","  38","  59","  32","  27","  17","  23","  8","  10","  12","  2","  5","  4","  1","  3","  3","  1","  1","  0","  0","  1","  2","  2","  4","  0","  3","  1","  3","  2","  2","  1","  1","  6","  1","  1","  561"
"X RAMOS"," 156 251","  0","  2","  0","  5","  2","  0","  1","  2","  3","  1","  6","  9","  5","  5","  3","  4","  12","  16","  10","  14","  11","  6","  5","  13","  7","  7","  3","  1","  3","  2","  0","  1","  2","  0","  1","  0","  0","  0","  2","  1","  1","  0","  2","  1","  2","  1","  1","  1","  1","  3","  1","  0","  179"
"MANGUINHOS"," 37 544","0","2","0","2","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  12"
"BONSUCESSO"," 18 103","0","0","0","2","0","0","0","1","1","0","4","2","0","1","0","1","6","7","5","6","6","2","2","6","7","3","1","1","0","1","0","0","1","0","0","0","0","0","2","1","1","0","1","0","2","1","1","0","0","2","0","0","  77"
"RAMOS"," 36 775","0","0","0","1","1","0","1","1","1","1","0","4","2","3","2","1","3","6","1","4","2","2","1","2","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","  46"
"OLARIA"," 63 829","0","0","0","0","0","0","0","0","0","0","1","3","3","0","1","2","3","2","4","4","3","2","2","3","0","4","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","  44"
"XI PENHA"," 326 878","  1","  4","  2","  1","  2","  5","  3","  10","  3","  7","  4","  7","  10","  7","  14","  9","  16","  15","  24","  18","  13","  8","  4","  2","  0","  0","  3","  1","  1","  1","  1","  1","  0","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  201"
"PENHA"," 73 792","0","0","0","1","1","3","2","4","1","3","2","1","5","3","5","4","6","4","6","3","5","4","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  66"
"PENHA CIRCULAR"," 55 294","1","0","0","0","0","1","1","4","2","3","2","2","0","0","1","0","1","0","3","4","2","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  30"
"BRÁS DE PINA"," 59 834","0","0","0","0","1","0","0","0","0","0","0","1","2","0","0","0","2","0","4","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","  20"
"CORDOVIL"," 45 810","0","1","0","0","0","0","0","0","0","1","0","1","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  10"
"PARADA DE LUCAS"," 23 889","0","0","1","0","0","0","0","1","0","0","0","0","0","3","1","1","1","3","5","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  18"
"VIGÁRIO GERAL"," 42 237","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","1","3","1","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  14"
"JARDIM AMÉRICA"," 26 023","0","3","1","0","0","0","0","1","0","0","0","2","2","1","3","3","5","5","4","5","2","2","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  43"
"XX ILHA DO GOVERNADOR"," 229 718","  1","  0","  1","  3","  8","  1","  3","  1","  4","  1","  3","  2","  5","  7","  8","  12","  17","  12","  4","  27","  8","  13","  8","  8","  1","  3","  6","  0","  1","  1","  0","  1","  1","  0","  0","  0","  0","  1","  0","  0","  3","  0","  1","  0","  0","  1","  1","  0","  0","  3","  0","  0","  181"
"RIBEIRA"," 3 581","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"ZUMBI"," 2 378","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"CACUIA"," 11 428","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","3","0","2","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  10"
"PITANGUEIRAS"," 10 674","0","0","0","0","2","0","0","0","1","1","0","0","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","  10"
"PRAIA DA BANDEIRA"," 6 716","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"COCOTÁ"," 5 242","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  6"
"BANCÁRIOS"," 13 379","0","0","0","3","2","1","1","0","0","0","1","1","1","1","2","1","3","1","1","2","1","1","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","3","0","0","  34"
"FREGUESIA (ILHA DO GOVERNADOR)"," 20 177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  10"
"JARDIM GUANABARA"," 32 034","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","2","1","0","5","1","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  17"
"JARDIM CARIOCA"," 27 583","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  10"
"TAUA"," 35 341","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","1","1","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  12"
"MONERÓ"," 6 269","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"PORTUGUESA"," 27 315","0","0","0","0","0","0","0","0","0","0","1","0","1","4","4","1","5","4","2","2","1","5","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","  34"
"GALEÃO"," 25 869","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","3","0","0","3","2","0","3","2","1","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","  25"
"CIDADE UNIVERSITÁRIA"," 1 732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"GERICINÓ","  0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"XXIX COMPLEXO DO ALEMÃO"," 67 983","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"COMPLEXO DO ALEMÃO"," 67 983","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"XXX MARÉ"," 131 517","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"MARÉ"," 131 517","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
