"Year","Planning.Area","Administrative.Region","Neighborhood","Population","Week","Cases"
"2006","Planning Area 1.0","I Portuária","Gamboa","9909","51","0"
"2006","Planning Area 1.0","I Portuária","Gamboa","9909","52","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","1","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","2","3"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","3","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","4","8"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","5","2"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","6","4"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","7","2"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","8","1"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","9","5"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","10","4"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","11","10"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","12","1"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","13","9"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","14","3"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","15","2"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","16","4"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","17","3"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","18","5"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","19","1"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","20","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","21","2"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","22","1"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","23","4"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","24","1"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","25","2"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","26","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","27","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","28","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","29","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","30","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","31","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","32","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","33","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","34","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","35","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","36","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","37","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","38","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","39","1"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","40","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","41","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","42","2"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","43","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","44","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","45","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","46","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","47","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","48","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","49","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","50","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","51","0"
"2006","Planning Area 1.0","I Portuária","Santo Cristo","8817","52","1"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","1","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","2","1"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","3","2"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","4","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","5","4"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","6","1"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","7","4"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","8","2"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","9","1"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","10","4"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","11","8"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","12","6"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","13","6"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","14","5"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","15","7"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","16","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","17","1"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","18","1"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","19","1"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","20","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","21","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","22","2"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","23","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","24","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","25","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","26","1"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","27","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","28","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","29","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","30","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","31","1"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","32","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","33","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","34","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","35","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","36","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","37","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","38","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","39","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","40","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","41","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","42","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","43","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","44","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","45","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","46","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","47","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","48","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","49","1"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","50","1"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","51","0"
"2006","Planning Area 1.0","I Portuária","Saúde","2010","52","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","1","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","2","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","3","1"
"2006","Planning Area 1.0","II Centro","Centro","33378","4","5"
"2006","Planning Area 1.0","II Centro","Centro","33378","5","6"
"2006","Planning Area 1.0","II Centro","Centro","33378","6","12"
"2006","Planning Area 1.0","II Centro","Centro","33378","7","7"
"2006","Planning Area 1.0","II Centro","Centro","33378","8","6"
"2006","Planning Area 1.0","II Centro","Centro","33378","9","15"
"2006","Planning Area 1.0","II Centro","Centro","33378","10","17"
"2006","Planning Area 1.0","II Centro","Centro","33378","11","21"
"2006","Planning Area 1.0","II Centro","Centro","33378","12","20"
"2006","Planning Area 1.0","II Centro","Centro","33378","13","15"
"2006","Planning Area 1.0","II Centro","Centro","33378","14","11"
"2006","Planning Area 1.0","II Centro","Centro","33378","15","19"
"2006","Planning Area 1.0","II Centro","Centro","33378","16","13"
"2006","Planning Area 1.0","II Centro","Centro","33378","17","13"
"2006","Planning Area 1.0","II Centro","Centro","33378","18","8"
"2006","Planning Area 1.0","II Centro","Centro","33378","19","4"
"2006","Planning Area 1.0","II Centro","Centro","33378","20","3"
"2006","Planning Area 1.0","II Centro","Centro","33378","21","6"
"2006","Planning Area 1.0","II Centro","Centro","33378","22","3"
"2006","Planning Area 1.0","II Centro","Centro","33378","23","2"
"2006","Planning Area 1.0","II Centro","Centro","33378","24","2"
"2006","Planning Area 1.0","II Centro","Centro","33378","25","1"
"2006","Planning Area 1.0","II Centro","Centro","33378","26","1"
"2006","Planning Area 1.0","II Centro","Centro","33378","27","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","28","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","29","1"
"2006","Planning Area 1.0","II Centro","Centro","33378","30","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","31","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","32","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","33","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","34","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","35","2"
"2006","Planning Area 1.0","II Centro","Centro","33378","36","1"
"2006","Planning Area 1.0","II Centro","Centro","33378","37","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","38","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","39","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","40","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","41","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","42","2"
"2006","Planning Area 1.0","II Centro","Centro","33378","43","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","44","1"
"2006","Planning Area 1.0","II Centro","Centro","33378","45","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","46","2"
"2006","Planning Area 1.0","II Centro","Centro","33378","47","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","48","1"
"2006","Planning Area 1.0","II Centro","Centro","33378","49","2"
"2006","Planning Area 1.0","II Centro","Centro","33378","50","0"
"2006","Planning Area 1.0","II Centro","Centro","33378","51","1"
"2006","Planning Area 1.0","II Centro","Centro","33378","52","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","1","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","2","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","3","1"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","4","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","5","3"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","6","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","7","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","8","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","9","5"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","10","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","11","3"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","12","4"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","13","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","14","4"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","15","2"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","16","2"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","17","4"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","18","2"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","19","1"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","20","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","21","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","22","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","23","1"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","24","1"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","25","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","26","2"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","27","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","28","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","29","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","30","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","31","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","32","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","33","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","34","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","35","1"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","36","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","37","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","38","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","39","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","40","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","41","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","42","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","43","1"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","44","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","45","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","46","1"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","47","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","48","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","49","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","50","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","51","0"
"2006","Planning Area 1.0","III Rio Comprido","Catumbi","12967","52","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","1","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","2","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","3","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","4","1"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","5","1"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","6","1"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","7","1"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","8","1"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","9","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","10","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","11","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","12","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","13","3"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","14","2"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","15","1"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","16","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","17","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","18","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","19","1"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","20","1"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","21","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","22","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","23","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","24","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","25","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","26","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","27","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","28","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","29","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","30","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","31","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","32","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","33","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","34","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","35","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","36","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","37","1"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","38","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","39","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","40","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","41","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","42","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","43","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","44","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","45","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","46","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","47","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","48","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","49","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","50","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","51","0"
"2006","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","52","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","1","1"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","2","1"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","3","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","4","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","5","2"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","6","1"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","7","2"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","8","3"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","9","3"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","10","2"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","11","5"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","12","3"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","13","2"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","14","5"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","15","1"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","16","5"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","17","4"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","18","1"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","19","1"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","20","1"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","21","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","22","2"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","23","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","24","1"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","25","1"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","26","1"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","27","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","28","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","29","1"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","30","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","31","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","32","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","33","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","34","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","35","1"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","36","0"
"2006","Planning Area 1.0","III Rio Comprido","Estácio","20722","37","0"
