"Year","Planning.Area","Administrative.Region","Neighborhood","Population","Month","Cases"
"2012","Planning Area 1.0","III Rio Comprido","Catumbi","12556","7","12"
"2012","Planning Area 1.0","III Rio Comprido","Catumbi","12556","8","7"
"2012","Planning Area 1.0","III Rio Comprido","Catumbi","12556","9","2"
"2012","Planning Area 1.0","III Rio Comprido","Catumbi","12556","10","2"
"2012","Planning Area 1.0","III Rio Comprido","Catumbi","12556","11","3"
"2012","Planning Area 1.0","III Rio Comprido","Catumbi","12556","12","8"
"2012","Planning Area 1.0","III Rio Comprido","Cidade Nova","5466","1","2"
"2012","Planning Area 1.0","III Rio Comprido","Cidade Nova","5466","2","6"
"2012","Planning Area 1.0","III Rio Comprido","Cidade Nova","5466","3","12"
"2012","Planning Area 1.0","III Rio Comprido","Cidade Nova","5466","4","33"
"2012","Planning Area 1.0","III Rio Comprido","Cidade Nova","5466","5","25"
"2012","Planning Area 1.0","III Rio Comprido","Cidade Nova","5466","6","6"
"2012","Planning Area 1.0","III Rio Comprido","Cidade Nova","5466","7","4"
"2012","Planning Area 1.0","III Rio Comprido","Cidade Nova","5466","8","1"
"2012","Planning Area 1.0","III Rio Comprido","Cidade Nova","5466","9","1"
"2012","Planning Area 1.0","III Rio Comprido","Cidade Nova","5466","10","0"
"2012","Planning Area 1.0","III Rio Comprido","Cidade Nova","5466","11","0"
"2012","Planning Area 1.0","III Rio Comprido","Cidade Nova","5466","12","1"
"2012","Planning Area 1.0","III Rio Comprido","Estácio","17189","1","11"
"2012","Planning Area 1.0","III Rio Comprido","Estácio","17189","2","25"
"2012","Planning Area 1.0","III Rio Comprido","Estácio","17189","3","31"
"2012","Planning Area 1.0","III Rio Comprido","Estácio","17189","4","74"
"2012","Planning Area 1.0","III Rio Comprido","Estácio","17189","5","72"
"2012","Planning Area 1.0","III Rio Comprido","Estácio","17189","6","25"
"2012","Planning Area 1.0","III Rio Comprido","Estácio","17189","7","5"
"2012","Planning Area 1.0","III Rio Comprido","Estácio","17189","8","5"
"2012","Planning Area 1.0","III Rio Comprido","Estácio","17189","9","2"
"2012","Planning Area 1.0","III Rio Comprido","Estácio","17189","10","2"
"2012","Planning Area 1.0","III Rio Comprido","Estácio","17189","11","4"
"2012","Planning Area 1.0","III Rio Comprido","Estácio","17189","12","7"
"2012","Planning Area 1.0","III Rio Comprido","Rio Comprido","43764","1","38"
"2012","Planning Area 1.0","III Rio Comprido","Rio Comprido","43764","2","53"
"2012","Planning Area 1.0","III Rio Comprido","Rio Comprido","43764","3","103"
"2012","Planning Area 1.0","III Rio Comprido","Rio Comprido","43764","4","153"
"2012","Planning Area 1.0","III Rio Comprido","Rio Comprido","43764","5","175"
"2012","Planning Area 1.0","III Rio Comprido","Rio Comprido","43764","6","63"
"2012","Planning Area 1.0","III Rio Comprido","Rio Comprido","43764","7","22"
"2012","Planning Area 1.0","III Rio Comprido","Rio Comprido","43764","8","16"
"2012","Planning Area 1.0","III Rio Comprido","Rio Comprido","43764","9","8"
"2012","Planning Area 1.0","III Rio Comprido","Rio Comprido","43764","10","8"
"2012","Planning Area 1.0","III Rio Comprido","Rio Comprido","43764","11","10"
"2012","Planning Area 1.0","III Rio Comprido","Rio Comprido","43764","12","12"
"2012","Planning Area 1.0","VII São Cristovão","Benfica","25081","1","10"
"2012","Planning Area 1.0","VII São Cristovão","Benfica","25081","2","47"
"2012","Planning Area 1.0","VII São Cristovão","Benfica","25081","3","66"
"2012","Planning Area 1.0","VII São Cristovão","Benfica","25081","4","114"
"2012","Planning Area 1.0","VII São Cristovão","Benfica","25081","5","95"
"2012","Planning Area 1.0","VII São Cristovão","Benfica","25081","6","40"
"2012","Planning Area 1.0","VII São Cristovão","Benfica","25081","7","21"
"2012","Planning Area 1.0","VII São Cristovão","Benfica","25081","8","8"
"2012","Planning Area 1.0","VII São Cristovão","Benfica","25081","9","5"
"2012","Planning Area 1.0","VII São Cristovão","Benfica","25081","10","1"
"2012","Planning Area 1.0","VII São Cristovão","Benfica","25081","11","2"
"2012","Planning Area 1.0","VII São Cristovão","Benfica","25081","12","8"
"2012","Planning Area 1.0","VII São Cristovão","Mangueira","17835","1","8"
"2012","Planning Area 1.0","VII São Cristovão","Mangueira","17835","2","19"
"2012","Planning Area 1.0","VII São Cristovão","Mangueira","17835","3","44"
"2012","Planning Area 1.0","VII São Cristovão","Mangueira","17835","4","94"
"2012","Planning Area 1.0","VII São Cristovão","Mangueira","17835","5","84"
"2012","Planning Area 1.0","VII São Cristovão","Mangueira","17835","6","32"
"2012","Planning Area 1.0","VII São Cristovão","Mangueira","17835","7","9"
"2012","Planning Area 1.0","VII São Cristovão","Mangueira","17835","8","7"
"2012","Planning Area 1.0","VII São Cristovão","Mangueira","17835","9","6"
"2012","Planning Area 1.0","VII São Cristovão","Mangueira","17835","10","2"
"2012","Planning Area 1.0","VII São Cristovão","Mangueira","17835","11","4"
"2012","Planning Area 1.0","VII São Cristovão","Mangueira","17835","12","7"
"2012","Planning Area 1.0","VII São Cristovão","São Cristóvão","26510","1","43"
"2012","Planning Area 1.0","VII São Cristovão","São Cristóvão","26510","2","64"
"2012","Planning Area 1.0","VII São Cristovão","São Cristóvão","26510","3","127"
"2012","Planning Area 1.0","VII São Cristovão","São Cristóvão","26510","4","193"
"2012","Planning Area 1.0","VII São Cristovão","São Cristóvão","26510","5","188"
"2012","Planning Area 1.0","VII São Cristovão","São Cristóvão","26510","6","73"
"2012","Planning Area 1.0","VII São Cristovão","São Cristóvão","26510","7","37"
"2012","Planning Area 1.0","VII São Cristovão","São Cristóvão","26510","8","10"
"2012","Planning Area 1.0","VII São Cristovão","São Cristóvão","26510","9","7"
"2012","Planning Area 1.0","VII São Cristovão","São Cristóvão","26510","10","9"
"2012","Planning Area 1.0","VII São Cristovão","São Cristóvão","26510","11","6"
"2012","Planning Area 1.0","VII São Cristovão","São Cristóvão","26510","12","13"
"2012","Planning Area 1.0","VII São Cristovão","Vasco da Gama","15482","1","0"
"2012","Planning Area 1.0","VII São Cristovão","Vasco da Gama","15482","2","0"
"2012","Planning Area 1.0","VII São Cristovão","Vasco da Gama","15482","3","0"
"2012","Planning Area 1.0","VII São Cristovão","Vasco da Gama","15482","4","0"
"2012","Planning Area 1.0","VII São Cristovão","Vasco da Gama","15482","5","0"
"2012","Planning Area 1.0","VII São Cristovão","Vasco da Gama","15482","6","0"
"2012","Planning Area 1.0","VII São Cristovão","Vasco da Gama","15482","7","0"
"2012","Planning Area 1.0","VII São Cristovão","Vasco da Gama","15482","8","0"
"2012","Planning Area 1.0","VII São Cristovão","Vasco da Gama","15482","9","0"
"2012","Planning Area 1.0","VII São Cristovão","Vasco da Gama","15482","10","0"
"2012","Planning Area 1.0","VII São Cristovão","Vasco da Gama","15482","11","0"
"2012","Planning Area 1.0","VII São Cristovão","Vasco da Gama","15482","12","0"
"2012","Planning Area 1.0","XXI Ilha de Paquetá","Paquetá","3361","1","7"
"2012","Planning Area 1.0","XXI Ilha de Paquetá","Paquetá","3361","2","2"
"2012","Planning Area 1.0","XXI Ilha de Paquetá","Paquetá","3361","3","5"
"2012","Planning Area 1.0","XXI Ilha de Paquetá","Paquetá","3361","4","3"
"2012","Planning Area 1.0","XXI Ilha de Paquetá","Paquetá","3361","5","22"
"2012","Planning Area 1.0","XXI Ilha de Paquetá","Paquetá","3361","6","2"
"2012","Planning Area 1.0","XXI Ilha de Paquetá","Paquetá","3361","7","5"
"2012","Planning Area 1.0","XXI Ilha de Paquetá","Paquetá","3361","8","3"
"2012","Planning Area 1.0","XXI Ilha de Paquetá","Paquetá","3361","9","0"
"2012","Planning Area 1.0","XXI Ilha de Paquetá","Paquetá","3361","10","1"
"2012","Planning Area 1.0","XXI Ilha de Paquetá","Paquetá","3361","11","1"
"2012","Planning Area 1.0","XXI Ilha de Paquetá","Paquetá","3361","12","3"
"2012","Planning Area 1.0","XXIII Santa Teresa","Santa Teresa","40926","1","40"
"2012","Planning Area 1.0","XXIII Santa Teresa","Santa Teresa","40926","2","41"
"2012","Planning Area 1.0","XXIII Santa Teresa","Santa Teresa","40926","3","75"
"2012","Planning Area 1.0","XXIII Santa Teresa","Santa Teresa","40926","4","92"
"2012","Planning Area 1.0","XXIII Santa Teresa","Santa Teresa","40926","5","103"
"2012","Planning Area 1.0","XXIII Santa Teresa","Santa Teresa","40926","6","24"
"2012","Planning Area 1.0","XXIII Santa Teresa","Santa Teresa","40926","7","17"
"2012","Planning Area 1.0","XXIII Santa Teresa","Santa Teresa","40926","8","10"
"2012","Planning Area 1.0","XXIII Santa Teresa","Santa Teresa","40926","9","6"
"2012","Planning Area 1.0","XXIII Santa Teresa","Santa Teresa","40926","10","4"
"2012","Planning Area 1.0","XXIII Santa Teresa","Santa Teresa","40926","11","8"
"2012","Planning Area 1.0","XXIII Santa Teresa","Santa Teresa","40926","12","11"
"2012","Planning Area 2.1","IV Botafogo","Botafogo","82890","1","38"
"2012","Planning Area 2.1","IV Botafogo","Botafogo","82890","2","44"
"2012","Planning Area 2.1","IV Botafogo","Botafogo","82890","3","78"
"2012","Planning Area 2.1","IV Botafogo","Botafogo","82890","4","177"
"2012","Planning Area 2.1","IV Botafogo","Botafogo","82890","5","217"
"2012","Planning Area 2.1","IV Botafogo","Botafogo","82890","6","89"
"2012","Planning Area 2.1","IV Botafogo","Botafogo","82890","7","38"
"2012","Planning Area 2.1","IV Botafogo","Botafogo","82890","8","24"
"2012","Planning Area 2.1","IV Botafogo","Botafogo","82890","9","11"
"2012","Planning Area 2.1","IV Botafogo","Botafogo","82890","10","16"
"2012","Planning Area 2.1","IV Botafogo","Botafogo","82890","11","18"
"2012","Planning Area 2.1","IV Botafogo","Botafogo","82890","12","18"
"2012","Planning Area 2.1","IV Botafogo","Catete","24057","1","10"
"2012","Planning Area 2.1","IV Botafogo","Catete","24057","2","20"
"2012","Planning Area 2.1","IV Botafogo","Catete","24057","3","24"
"2012","Planning Area 2.1","IV Botafogo","Catete","24057","4","28"
"2012","Planning Area 2.1","IV Botafogo","Catete","24057","5","47"
"2012","Planning Area 2.1","IV Botafogo","Catete","24057","6","10"
"2012","Planning Area 2.1","IV Botafogo","Catete","24057","7","13"
"2012","Planning Area 2.1","IV Botafogo","Catete","24057","8","9"
"2012","Planning Area 2.1","IV Botafogo","Catete","24057","9","0"
"2012","Planning Area 2.1","IV Botafogo","Catete","24057","10","2"
"2012","Planning Area 2.1","IV Botafogo","Catete","24057","11","0"
"2012","Planning Area 2.1","IV Botafogo","Catete","24057","12","1"
"2012","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","1","0"
"2012","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","2","3"
"2012","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","3","3"
"2012","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","4","14"
"2012","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","5","10"
"2012","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","6","6"
"2012","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","7","2"
"2012","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","8","2"
"2012","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","9","1"
"2012","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","10","0"
"2012","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","11","0"
"2012","Planning Area 2.1","IV Botafogo","Cosme Velho","7178","12","0"
"2012","Planning Area 2.1","IV Botafogo","Flamengo","50043","1","11"
"2012","Planning Area 2.1","IV Botafogo","Flamengo","50043","2","19"
"2012","Planning Area 2.1","IV Botafogo","Flamengo","50043","3","30"
"2012","Planning Area 2.1","IV Botafogo","Flamengo","50043","4","67"
"2012","Planning Area 2.1","IV Botafogo","Flamengo","50043","5","63"
"2012","Planning Area 2.1","IV Botafogo","Flamengo","50043","6","27"
"2012","Planning Area 2.1","IV Botafogo","Flamengo","50043","7","16"
"2012","Planning Area 2.1","IV Botafogo","Flamengo","50043","8","9"
"2012","Planning Area 2.1","IV Botafogo","Flamengo","50043","9","8"
"2012","Planning Area 2.1","IV Botafogo","Flamengo","50043","10","8"
"2012","Planning Area 2.1","IV Botafogo","Flamengo","50043","11","6"
"2012","Planning Area 2.1","IV Botafogo","Flamengo","50043","12","13"
"2012","Planning Area 2.1","IV Botafogo","Glória","9661","1","10"
"2012","Planning Area 2.1","IV Botafogo","Glória","9661","2","21"
"2012","Planning Area 2.1","IV Botafogo","Glória","9661","3","14"
"2012","Planning Area 2.1","IV Botafogo","Glória","9661","4","34"
"2012","Planning Area 2.1","IV Botafogo","Glória","9661","5","23"
"2012","Planning Area 2.1","IV Botafogo","Glória","9661","6","9"
"2012","Planning Area 2.1","IV Botafogo","Glória","9661","7","3"
"2012","Planning Area 2.1","IV Botafogo","Glória","9661","8","1"
"2012","Planning Area 2.1","IV Botafogo","Glória","9661","9","4"
"2012","Planning Area 2.1","IV Botafogo","Glória","9661","10","2"
"2012","Planning Area 2.1","IV Botafogo","Glória","9661","11","0"
"2012","Planning Area 2.1","IV Botafogo","Glória","9661","12","4"
"2012","Planning Area 2.1","IV Botafogo","Humaitá","13285","1","5"
"2012","Planning Area 2.1","IV Botafogo","Humaitá","13285","2","3"
"2012","Planning Area 2.1","IV Botafogo","Humaitá","13285","3","4"
"2012","Planning Area 2.1","IV Botafogo","Humaitá","13285","4","14"
"2012","Planning Area 2.1","IV Botafogo","Humaitá","13285","5","11"
"2012","Planning Area 2.1","IV Botafogo","Humaitá","13285","6","11"
"2012","Planning Area 2.1","IV Botafogo","Humaitá","13285","7","3"
"2012","Planning Area 2.1","IV Botafogo","Humaitá","13285","8","0"
"2012","Planning Area 2.1","IV Botafogo","Humaitá","13285","9","1"
"2012","Planning Area 2.1","IV Botafogo","Humaitá","13285","10","1"
"2012","Planning Area 2.1","IV Botafogo","Humaitá","13285","11","2"
"2012","Planning Area 2.1","IV Botafogo","Humaitá","13285","12","2"
"2012","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","1","8"
"2012","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","2","21"
"2012","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","3","29"
"2012","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","4","57"
"2012","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","5","65"
"2012","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","6","25"
"2012","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","7","10"
"2012","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","8","9"
"2012","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","9","3"
"2012","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","10","7"
"2012","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","11","6"
"2012","Planning Area 2.1","IV Botafogo","Laranjeiras","45554","12","8"
"2012","Planning Area 2.1","IV Botafogo","Urca","7061","1","1"
"2012","Planning Area 2.1","IV Botafogo","Urca","7061","2","10"
"2012","Planning Area 2.1","IV Botafogo","Urca","7061","3","4"
"2012","Planning Area 2.1","IV Botafogo","Urca","7061","4","12"
"2012","Planning Area 2.1","IV Botafogo","Urca","7061","5","24"
"2012","Planning Area 2.1","IV Botafogo","Urca","7061","6","3"
"2012","Planning Area 2.1","IV Botafogo","Urca","7061","7","3"
"2012","Planning Area 2.1","IV Botafogo","Urca","7061","8","2"
"2012","Planning Area 2.1","IV Botafogo","Urca","7061","9","0"
"2012","Planning Area 2.1","IV Botafogo","Urca","7061","10","2"
"2012","Planning Area 2.1","IV Botafogo","Urca","7061","11","1"
"2012","Planning Area 2.1","IV Botafogo","Urca","7061","12","3"
"2012","Planning Area 2.1","V Copacabana","Copacabana","146392","1","84"
"2012","Planning Area 2.1","V Copacabana","Copacabana","146392","2","135"
"2012","Planning Area 2.1","V Copacabana","Copacabana","146392","3","197"
"2012","Planning Area 2.1","V Copacabana","Copacabana","146392","4","282"
"2012","Planning Area 2.1","V Copacabana","Copacabana","146392","5","317"
"2012","Planning Area 2.1","V Copacabana","Copacabana","146392","6","158"
"2012","Planning Area 2.1","V Copacabana","Copacabana","146392","7","89"
"2012","Planning Area 2.1","V Copacabana","Copacabana","146392","8","49"
"2012","Planning Area 2.1","V Copacabana","Copacabana","146392","9","21"
"2012","Planning Area 2.1","V Copacabana","Copacabana","146392","10","26"
"2012","Planning Area 2.1","V Copacabana","Copacabana","146392","11","26"
"2012","Planning Area 2.1","V Copacabana","Copacabana","146392","12","46"
"2012","Planning Area 2.1","V Copacabana","Leme","14799","1","5"
"2012","Planning Area 2.1","V Copacabana","Leme","14799","2","8"
"2012","Planning Area 2.1","V Copacabana","Leme","14799","3","21"
"2012","Planning Area 2.1","V Copacabana","Leme","14799","4","27"
"2012","Planning Area 2.1","V Copacabana","Leme","14799","5","38"
"2012","Planning Area 2.1","V Copacabana","Leme","14799","6","10"
"2012","Planning Area 2.1","V Copacabana","Leme","14799","7","3"
"2012","Planning Area 2.1","V Copacabana","Leme","14799","8","3"
"2012","Planning Area 2.1","V Copacabana","Leme","14799","9","4"
"2012","Planning Area 2.1","V Copacabana","Leme","14799","10","3"
"2012","Planning Area 2.1","V Copacabana","Leme","14799","11","2"
"2012","Planning Area 2.1","V Copacabana","Leme","14799","12","3"
"2012","Planning Area 2.1","VI Lagoa","Gávea","16003","1","14"
"2012","Planning Area 2.1","VI Lagoa","Gávea","16003","2","25"
"2012","Planning Area 2.1","VI Lagoa","Gávea","16003","3","11"
"2012","Planning Area 2.1","VI Lagoa","Gávea","16003","4","38"
"2012","Planning Area 2.1","VI Lagoa","Gávea","16003","5","35"
"2012","Planning Area 2.1","VI Lagoa","Gávea","16003","6","8"
"2012","Planning Area 2.1","VI Lagoa","Gávea","16003","7","2"
"2012","Planning Area 2.1","VI Lagoa","Gávea","16003","8","1"
"2012","Planning Area 2.1","VI Lagoa","Gávea","16003","9","0"
"2012","Planning Area 2.1","VI Lagoa","Gávea","16003","10","1"
"2012","Planning Area 2.1","VI Lagoa","Gávea","16003","11","1"
"2012","Planning Area 2.1","VI Lagoa","Gávea","16003","12","2"
"2012","Planning Area 2.1","VI Lagoa","Ipanema","42743","1","14"
"2012","Planning Area 2.1","VI Lagoa","Ipanema","42743","2","22"
"2012","Planning Area 2.1","VI Lagoa","Ipanema","42743","3","23"
"2012","Planning Area 2.1","VI Lagoa","Ipanema","42743","4","68"
"2012","Planning Area 2.1","VI Lagoa","Ipanema","42743","5","65"
"2012","Planning Area 2.1","VI Lagoa","Ipanema","42743","6","20"
"2012","Planning Area 2.1","VI Lagoa","Ipanema","42743","7","12"
"2012","Planning Area 2.1","VI Lagoa","Ipanema","42743","8","11"
"2012","Planning Area 2.1","VI Lagoa","Ipanema","42743","9","4"
"2012","Planning Area 2.1","VI Lagoa","Ipanema","42743","10","7"
"2012","Planning Area 2.1","VI Lagoa","Ipanema","42743","11","7"
"2012","Planning Area 2.1","VI Lagoa","Ipanema","42743","12","9"
"2012","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","1","6"
"2012","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","2","9"
"2012","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","3","16"
"2012","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","4","26"
"2012","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","5","21"
"2012","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","6","7"
"2012","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","7","1"
"2012","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","8","5"
"2012","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","9","4"
"2012","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","10","5"
"2012","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","11","4"
"2012","Planning Area 2.1","VI Lagoa","Jardim Botânico","18009","12","4"
"2012","Planning Area 2.1","VI Lagoa","Lagoa","21198","1","5"
"2012","Planning Area 2.1","VI Lagoa","Lagoa","21198","2","3"
"2012","Planning Area 2.1","VI Lagoa","Lagoa","21198","3","19"
"2012","Planning Area 2.1","VI Lagoa","Lagoa","21198","4","18"
"2012","Planning Area 2.1","VI Lagoa","Lagoa","21198","5","17"
"2012","Planning Area 2.1","VI Lagoa","Lagoa","21198","6","12"
"2012","Planning Area 2.1","VI Lagoa","Lagoa","21198","7","2"
"2012","Planning Area 2.1","VI Lagoa","Lagoa","21198","8","2"
"2012","Planning Area 2.1","VI Lagoa","Lagoa","21198","9","4"
"2012","Planning Area 2.1","VI Lagoa","Lagoa","21198","10","1"
"2012","Planning Area 2.1","VI Lagoa","Lagoa","21198","11","3"
"2012","Planning Area 2.1","VI Lagoa","Lagoa","21198","12","10"
"2012","Planning Area 2.1","VI Lagoa","Leblon","46044","1","10"
"2012","Planning Area 2.1","VI Lagoa","Leblon","46044","2","13"
"2012","Planning Area 2.1","VI Lagoa","Leblon","46044","3","18"
"2012","Planning Area 2.1","VI Lagoa","Leblon","46044","4","46"
"2012","Planning Area 2.1","VI Lagoa","Leblon","46044","5","36"
"2012","Planning Area 2.1","VI Lagoa","Leblon","46044","6","16"
"2012","Planning Area 2.1","VI Lagoa","Leblon","46044","7","9"
"2012","Planning Area 2.1","VI Lagoa","Leblon","46044","8","3"
"2012","Planning Area 2.1","VI Lagoa","Leblon","46044","9","4"
"2012","Planning Area 2.1","VI Lagoa","Leblon","46044","10","3"
"2012","Planning Area 2.1","VI Lagoa","Leblon","46044","11","5"
"2012","Planning Area 2.1","VI Lagoa","Leblon","46044","12","5"
"2012","Planning Area 2.1","VI Lagoa","São Conrado","10980","1","3"
"2012","Planning Area 2.1","VI Lagoa","São Conrado","10980","2","3"
"2012","Planning Area 2.1","VI Lagoa","São Conrado","10980","3","5"
"2012","Planning Area 2.1","VI Lagoa","São Conrado","10980","4","8"
"2012","Planning Area 2.1","VI Lagoa","São Conrado","10980","5","6"
"2012","Planning Area 2.1","VI Lagoa","São Conrado","10980","6","4"
"2012","Planning Area 2.1","VI Lagoa","São Conrado","10980","7","0"
"2012","Planning Area 2.1","VI Lagoa","São Conrado","10980","8","0"
"2012","Planning Area 2.1","VI Lagoa","São Conrado","10980","9","0"
"2012","Planning Area 2.1","VI Lagoa","São Conrado","10980","10","2"
"2012","Planning Area 2.1","VI Lagoa","São Conrado","10980","11","0"
"2012","Planning Area 2.1","VI Lagoa","São Conrado","10980","12","0"
"2012","Planning Area 2.1","VI Lagoa","Vidigal","12797","1","11"
"2012","Planning Area 2.1","VI Lagoa","Vidigal","12797","2","10"
"2012","Planning Area 2.1","VI Lagoa","Vidigal","12797","3","9"
"2012","Planning Area 2.1","VI Lagoa","Vidigal","12797","4","34"
"2012","Planning Area 2.1","VI Lagoa","Vidigal","12797","5","50"
"2012","Planning Area 2.1","VI Lagoa","Vidigal","12797","6","15"
"2012","Planning Area 2.1","VI Lagoa","Vidigal","12797","7","6"
"2012","Planning Area 2.1","VI Lagoa","Vidigal","12797","8","3"
"2012","Planning Area 2.1","VI Lagoa","Vidigal","12797","9","2"
"2012","Planning Area 2.1","VI Lagoa","Vidigal","12797","10","7"
"2012","Planning Area 2.1","VI Lagoa","Vidigal","12797","11","4"
"2012","Planning Area 2.1","VI Lagoa","Vidigal","12797","12","5"
