"Year","Planning.Area","Administrative.Region","Neighborhood","Population","Week","Cases"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","21","2"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","22","1"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","23","2"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","24","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","25","1"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","26","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","27","1"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","28","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","29","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","30","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","31","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","32","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","33","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","34","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","35","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","36","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","37","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","38","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","39","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","40","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","41","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","42","1"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","43","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","44","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","45","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","46","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","47","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","48","0"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","49","2"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","50","1"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","51","2"
"2008","Planning Area 1.0","I Portuária","Gamboa","9909","52","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","1","13"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","2","24"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","3","32"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","4","26"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","5","12"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","6","14"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","7","31"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","8","29"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","9","61"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","10","45"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","11","57"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","12","53"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","13","121"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","14","112"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","15","84"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","16","52"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","17","38"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","18","20"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","19","16"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","20","7"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","21","8"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","22","1"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","23","2"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","24","5"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","25","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","26","1"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","27","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","28","1"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","29","1"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","30","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","31","1"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","32","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","33","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","34","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","35","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","36","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","37","1"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","38","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","39","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","40","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","41","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","42","1"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","43","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","44","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","45","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","46","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","47","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","48","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","49","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","50","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","51","0"
"2008","Planning Area 1.0","I Portuária","Santo Cristo","8817","52","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","1","5"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","2","4"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","3","9"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","4","3"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","5","3"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","6","3"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","7","6"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","8","7"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","9","22"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","10","25"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","11","18"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","12","19"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","13","38"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","14","28"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","15","26"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","16","19"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","17","12"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","18","2"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","19","5"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","20","4"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","21","3"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","22","2"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","23","2"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","24","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","25","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","26","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","27","1"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","28","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","29","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","30","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","31","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","32","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","33","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","34","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","35","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","36","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","37","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","38","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","39","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","40","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","41","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","42","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","43","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","44","1"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","45","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","46","1"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","47","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","48","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","49","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","50","1"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","51","0"
"2008","Planning Area 1.0","I Portuária","Saúde","2010","52","0"
"2008","Planning Area 1.0","II Centro","Centro","33378","1","10"
"2008","Planning Area 1.0","II Centro","Centro","33378","2","16"
"2008","Planning Area 1.0","II Centro","Centro","33378","3","28"
"2008","Planning Area 1.0","II Centro","Centro","33378","4","11"
"2008","Planning Area 1.0","II Centro","Centro","33378","5","20"
"2008","Planning Area 1.0","II Centro","Centro","33378","6","32"
"2008","Planning Area 1.0","II Centro","Centro","33378","7","42"
"2008","Planning Area 1.0","II Centro","Centro","33378","8","45"
"2008","Planning Area 1.0","II Centro","Centro","33378","9","56"
"2008","Planning Area 1.0","II Centro","Centro","33378","10","66"
"2008","Planning Area 1.0","II Centro","Centro","33378","11","84"
"2008","Planning Area 1.0","II Centro","Centro","33378","12","87"
"2008","Planning Area 1.0","II Centro","Centro","33378","13","121"
"2008","Planning Area 1.0","II Centro","Centro","33378","14","131"
"2008","Planning Area 1.0","II Centro","Centro","33378","15","125"
"2008","Planning Area 1.0","II Centro","Centro","33378","16","67"
"2008","Planning Area 1.0","II Centro","Centro","33378","17","60"
"2008","Planning Area 1.0","II Centro","Centro","33378","18","27"
"2008","Planning Area 1.0","II Centro","Centro","33378","19","37"
"2008","Planning Area 1.0","II Centro","Centro","33378","20","15"
"2008","Planning Area 1.0","II Centro","Centro","33378","21","17"
"2008","Planning Area 1.0","II Centro","Centro","33378","22","10"
"2008","Planning Area 1.0","II Centro","Centro","33378","23","7"
"2008","Planning Area 1.0","II Centro","Centro","33378","24","5"
"2008","Planning Area 1.0","II Centro","Centro","33378","25","2"
"2008","Planning Area 1.0","II Centro","Centro","33378","26","2"
"2008","Planning Area 1.0","II Centro","Centro","33378","27","2"
"2008","Planning Area 1.0","II Centro","Centro","33378","28","0"
"2008","Planning Area 1.0","II Centro","Centro","33378","29","2"
"2008","Planning Area 1.0","II Centro","Centro","33378","30","1"
"2008","Planning Area 1.0","II Centro","Centro","33378","31","0"
"2008","Planning Area 1.0","II Centro","Centro","33378","32","2"
"2008","Planning Area 1.0","II Centro","Centro","33378","33","0"
"2008","Planning Area 1.0","II Centro","Centro","33378","34","1"
"2008","Planning Area 1.0","II Centro","Centro","33378","35","0"
"2008","Planning Area 1.0","II Centro","Centro","33378","36","6"
"2008","Planning Area 1.0","II Centro","Centro","33378","37","1"
"2008","Planning Area 1.0","II Centro","Centro","33378","38","0"
"2008","Planning Area 1.0","II Centro","Centro","33378","39","0"
"2008","Planning Area 1.0","II Centro","Centro","33378","40","0"
"2008","Planning Area 1.0","II Centro","Centro","33378","41","0"
"2008","Planning Area 1.0","II Centro","Centro","33378","42","2"
"2008","Planning Area 1.0","II Centro","Centro","33378","43","0"
"2008","Planning Area 1.0","II Centro","Centro","33378","44","1"
"2008","Planning Area 1.0","II Centro","Centro","33378","45","0"
"2008","Planning Area 1.0","II Centro","Centro","33378","46","2"
"2008","Planning Area 1.0","II Centro","Centro","33378","47","4"
"2008","Planning Area 1.0","II Centro","Centro","33378","48","3"
"2008","Planning Area 1.0","II Centro","Centro","33378","49","1"
"2008","Planning Area 1.0","II Centro","Centro","33378","50","1"
"2008","Planning Area 1.0","II Centro","Centro","33378","51","0"
"2008","Planning Area 1.0","II Centro","Centro","33378","52","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","1","5"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","2","16"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","3","18"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","4","4"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","5","10"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","6","13"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","7","13"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","8","18"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","9","11"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","10","20"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","11","19"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","12","22"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","13","29"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","14","22"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","15","14"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","16","13"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","17","15"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","18","8"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","19","4"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","20","5"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","21","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","22","1"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","23","2"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","24","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","25","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","26","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","27","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","28","2"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","29","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","30","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","31","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","32","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","33","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","34","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","35","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","36","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","37","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","38","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","39","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","40","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","41","1"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","42","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","43","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","44","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","45","1"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","46","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","47","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","48","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","49","0"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","50","1"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","51","1"
"2008","Planning Area 1.0","III Rio Comprido","Catumbi","12967","52","1"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","1","3"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","2","3"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","3","11"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","4","5"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","5","5"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","6","1"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","7","3"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","8","13"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","9","18"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","10","15"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","11","18"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","12","18"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","13","15"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","14","14"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","15","8"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","16","11"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","17","9"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","18","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","19","1"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","20","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","21","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","22","1"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","23","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","24","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","25","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","26","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","27","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","28","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","29","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","30","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","31","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","32","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","33","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","34","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","35","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","36","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","37","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","38","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","39","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","40","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","41","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","42","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","43","1"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","44","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","45","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","46","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","47","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","48","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","49","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","50","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","51","0"
"2008","Planning Area 1.0","III Rio Comprido","Cidade Nova","4031","52","1"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","1","7"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","2","14"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","3","15"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","4","11"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","5","4"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","6","8"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","7","24"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","8","21"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","9","21"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","10","22"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","11","34"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","12","32"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","13","55"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","14","36"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","15","28"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","16","24"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","17","11"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","18","6"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","19","6"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","20","3"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","21","1"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","22","2"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","23","0"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","24","1"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","25","1"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","26","1"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","27","0"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","28","0"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","29","0"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","30","0"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","31","0"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","32","0"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","33","0"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","34","0"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","35","0"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","36","0"
"2008","Planning Area 1.0","III Rio Comprido","Estácio","20722","37","0"
