"Year","Planning.Area","Administrative.Region","Neighborhood","Population","Month","Cases"
"2013","Planning Area 5.1","XXXIII Realengo","Realengo","24300610842","2","35214"
"2013","Planning Area 5.1","XXXIII Realengo","Realengo","24300610842","3","91034"
"2013","Planning Area 5.1","XXXIII Realengo","Realengo","24300610842","4","88531"
"2013","Planning Area 5.1","XXXIII Realengo","Realengo","24300610842","5","29018"
"2013","Planning Area 5.1","XXXIII Realengo","Realengo","24300610842","6","695"
"2013","Planning Area 5.1","XXXIII Realengo","Realengo","24300610842","7","281"
"2013","Planning Area 5.1","XXXIII Realengo","Realengo","24300610842","8","80"
"2013","Planning Area 5.1","XXXIII Realengo","Realengo","24300610842","9","80"
"2013","Planning Area 5.1","XXXIII Realengo","Realengo","24300610842","10","90"
"2013","Planning Area 5.1","XXXIII Realengo","Realengo","24300610842","11","90"
"2013","Planning Area 5.1","XXXIII Realengo","Realengo","24300610842","12","141"
"2013","Planning Area 5.2","XVIII Campo Grande","Campo Grande","542084","1","204"
"2013","Planning Area 5.2","XVIII Campo Grande","Campo Grande","542084","2","474"
"2013","Planning Area 5.2","XVIII Campo Grande","Campo Grande","542084","3","1242"
"2013","Planning Area 5.2","XVIII Campo Grande","Campo Grande","542084","4","1649"
"2013","Planning Area 5.2","XVIII Campo Grande","Campo Grande","542084","5","312"
"2013","Planning Area 5.2","XVIII Campo Grande","Campo Grande","542084","6","77"
"2013","Planning Area 5.2","XVIII Campo Grande","Campo Grande","542084","7","19"
"2013","Planning Area 5.2","XVIII Campo Grande","Campo Grande","542084","8","27"
"2013","Planning Area 5.2","XVIII Campo Grande","Campo Grande","542084","9","10"
"2013","Planning Area 5.2","XVIII Campo Grande","Campo Grande","542084","10","12"
"2013","Planning Area 5.2","XVIII Campo Grande","Campo Grande","542084","11","12"
"2013","Planning Area 5.2","XVIII Campo Grande","Campo Grande","542084","12","8"
"2013","Planning Area 5.2","XVIII Campo Grande","Cosmos","77007","1","29"
"2013","Planning Area 5.2","XVIII Campo Grande","Cosmos","77007","2","79"
"2013","Planning Area 5.2","XVIII Campo Grande","Cosmos","77007","3","187"
"2013","Planning Area 5.2","XVIII Campo Grande","Cosmos","77007","4","286"
"2013","Planning Area 5.2","XVIII Campo Grande","Cosmos","77007","5","35"
"2013","Planning Area 5.2","XVIII Campo Grande","Cosmos","77007","6","14"
"2013","Planning Area 5.2","XVIII Campo Grande","Cosmos","77007","7","3"
"2013","Planning Area 5.2","XVIII Campo Grande","Cosmos","77007","8","4"
"2013","Planning Area 5.2","XVIII Campo Grande","Cosmos","77007","9","0"
"2013","Planning Area 5.2","XVIII Campo Grande","Cosmos","77007","10","2"
"2013","Planning Area 5.2","XVIII Campo Grande","Cosmos","77007","11","1"
"2013","Planning Area 5.2","XVIII Campo Grande","Cosmos","77007","12","0"
"2013","Planning Area 5.2","XVIII Campo Grande","Inhoaíba","64649","1","32"
"2013","Planning Area 5.2","XVIII Campo Grande","Inhoaíba","64649","2","50"
"2013","Planning Area 5.2","XVIII Campo Grande","Inhoaíba","64649","3","120"
"2013","Planning Area 5.2","XVIII Campo Grande","Inhoaíba","64649","4","154"
"2013","Planning Area 5.2","XVIII Campo Grande","Inhoaíba","64649","5","24"
"2013","Planning Area 5.2","XVIII Campo Grande","Inhoaíba","64649","6","6"
"2013","Planning Area 5.2","XVIII Campo Grande","Inhoaíba","64649","7","1"
"2013","Planning Area 5.2","XVIII Campo Grande","Inhoaíba","64649","8","1"
"2013","Planning Area 5.2","XVIII Campo Grande","Inhoaíba","64649","9","1"
"2013","Planning Area 5.2","XVIII Campo Grande","Inhoaíba","64649","10","1"
"2013","Planning Area 5.2","XVIII Campo Grande","Inhoaíba","64649","11","1"
"2013","Planning Area 5.2","XVIII Campo Grande","Inhoaíba","64649","12","1"
"2013","Planning Area 5.2","XVIII Campo Grande","Santíssimo","41458","1","27"
"2013","Planning Area 5.2","XVIII Campo Grande","Santíssimo","41458","2","65"
"2013","Planning Area 5.2","XVIII Campo Grande","Santíssimo","41458","3","161"
"2013","Planning Area 5.2","XVIII Campo Grande","Santíssimo","41458","4","163"
"2013","Planning Area 5.2","XVIII Campo Grande","Santíssimo","41458","5","40"
"2013","Planning Area 5.2","XVIII Campo Grande","Santíssimo","41458","6","11"
"2013","Planning Area 5.2","XVIII Campo Grande","Santíssimo","41458","7","5"
"2013","Planning Area 5.2","XVIII Campo Grande","Santíssimo","41458","8","8"
"2013","Planning Area 5.2","XVIII Campo Grande","Santíssimo","41458","9","1"
"2013","Planning Area 5.2","XVIII Campo Grande","Santíssimo","41458","10","2"
"2013","Planning Area 5.2","XVIII Campo Grande","Santíssimo","41458","11","4"
"2013","Planning Area 5.2","XVIII Campo Grande","Santíssimo","41458","12","2"
"2013","Planning Area 5.2","XVIII Campo Grande","Senador Vasconcelos","32837030600","1","1133"
"2013","Planning Area 5.2","XVIII Campo Grande","Senador Vasconcelos","32837030600","2","26911"
"2013","Planning Area 5.2","XVIII Campo Grande","Senador Vasconcelos","32837030600","3","75420"
"2013","Planning Area 5.2","XVIII Campo Grande","Senador Vasconcelos","32837030600","4","100442"
"2013","Planning Area 5.2","XVIII Campo Grande","Senador Vasconcelos","32837030600","5","20211"
"2013","Planning Area 5.2","XVIII Campo Grande","Senador Vasconcelos","32837030600","6","433"
"2013","Planning Area 5.2","XVIII Campo Grande","Senador Vasconcelos","32837030600","7","100"
"2013","Planning Area 5.2","XVIII Campo Grande","Senador Vasconcelos","32837030600","8","131"
"2013","Planning Area 5.2","XVIII Campo Grande","Senador Vasconcelos","32837030600","9","80"
"2013","Planning Area 5.2","XVIII Campo Grande","Senador Vasconcelos","32837030600","10","70"
"2013","Planning Area 5.2","XVIII Campo Grande","Senador Vasconcelos","32837030600","11","60"
"2013","Planning Area 5.2","XVIII Campo Grande","Senador Vasconcelos","32837030600","12","41"
"2013","Planning Area 5.2","XXVI Guaratiba","Barra de Guaratiba","1100493577","1","9921"
"2013","Planning Area 5.2","XXVI Guaratiba","Barra de Guaratiba","1100493577","2","20512"
"2013","Planning Area 5.2","XXVI Guaratiba","Barra de Guaratiba","1100493577","3","60533"
"2013","Planning Area 5.2","XXVI Guaratiba","Barra de Guaratiba","1100493577","4","60444"
"2013","Planning Area 5.2","XXVI Guaratiba","Barra de Guaratiba","1100493577","5","24010"
"2013","Planning Area 5.2","XXVI Guaratiba","Barra de Guaratiba","1100493577","6","557"
"2013","Planning Area 5.2","XXVI Guaratiba","Barra de Guaratiba","1100493577","7","144"
"2013","Planning Area 5.2","XXVI Guaratiba","Barra de Guaratiba","1100493577","8","101"
"2013","Planning Area 5.2","XXVI Guaratiba","Barra de Guaratiba","1100493577","9","30"
"2013","Planning Area 5.2","XXVI Guaratiba","Barra de Guaratiba","1100493577","10","10"
"2013","Planning Area 5.2","XXVI Guaratiba","Barra de Guaratiba","1100493577","11","20"
"2013","Planning Area 5.2","XXVI Guaratiba","Barra de Guaratiba","1100493577","12","00"
"2013","Planning Area 5.2","XXVI Guaratiba","Guaratiba","123114","1","190"
"2013","Planning Area 5.2","XXVI Guaratiba","Guaratiba","123114","2","298"
"2013","Planning Area 5.2","XXVI Guaratiba","Guaratiba","123114","3","980"
"2013","Planning Area 5.2","XXVI Guaratiba","Guaratiba","123114","4","900"
"2013","Planning Area 5.2","XXVI Guaratiba","Guaratiba","123114","5","312"
"2013","Planning Area 5.2","XXVI Guaratiba","Guaratiba","123114","6","67"
"2013","Planning Area 5.2","XXVI Guaratiba","Guaratiba","123114","7","21"
"2013","Planning Area 5.2","XXVI Guaratiba","Guaratiba","123114","8","13"
"2013","Planning Area 5.2","XXVI Guaratiba","Guaratiba","123114","9","3"
"2013","Planning Area 5.2","XXVI Guaratiba","Guaratiba","123114","10","1"
"2013","Planning Area 5.2","XXVI Guaratiba","Guaratiba","123114","11","3"
"2013","Planning Area 5.2","XXVI Guaratiba","Guaratiba","123114","12","1"
"2013","Planning Area 5.2","XXVI Guaratiba","Pedra de Guaratiba","9488","1","70"
"2013","Planning Area 5.2","XXVI Guaratiba","Pedra de Guaratiba","9488","2","81"
"2013","Planning Area 5.2","XXVI Guaratiba","Pedra de Guaratiba","9488","3","342"
"2013","Planning Area 5.2","XXVI Guaratiba","Pedra de Guaratiba","9488","4","252"
"2013","Planning Area 5.2","XXVI Guaratiba","Pedra de Guaratiba","9488","5","62"
"2013","Planning Area 5.2","XXVI Guaratiba","Pedra de Guaratiba","9488","6","5"
"2013","Planning Area 5.2","XXVI Guaratiba","Pedra de Guaratiba","9488","7","3"
"2013","Planning Area 5.2","XXVI Guaratiba","Pedra de Guaratiba","9488","8","2"
"2013","Planning Area 5.2","XXVI Guaratiba","Pedra de Guaratiba","9488","9","0"
"2013","Planning Area 5.2","XXVI Guaratiba","Pedra de Guaratiba","9488","10","0"
"2013","Planning Area 5.2","XXVI Guaratiba","Pedra de Guaratiba","9488","11","1"
"2013","Planning Area 5.2","XXVI Guaratiba","Pedra de Guaratiba","9488","12","1"
"2013","Planning Area 5.3","XIX Santa Cruz","Paciência","94626","1","52"
"2013","Planning Area 5.3","XIX Santa Cruz","Paciência","94626","2","174"
"2013","Planning Area 5.3","XIX Santa Cruz","Paciência","94626","3","337"
"2013","Planning Area 5.3","XIX Santa Cruz","Paciência","94626","4","204"
"2013","Planning Area 5.3","XIX Santa Cruz","Paciência","94626","5","53"
"2013","Planning Area 5.3","XIX Santa Cruz","Paciência","94626","6","29"
"2013","Planning Area 5.3","XIX Santa Cruz","Paciência","94626","7","10"
"2013","Planning Area 5.3","XIX Santa Cruz","Paciência","94626","8","4"
"2013","Planning Area 5.3","XIX Santa Cruz","Paciência","94626","9","4"
"2013","Planning Area 5.3","XIX Santa Cruz","Paciência","94626","10","5"
"2013","Planning Area 5.3","XIX Santa Cruz","Paciência","94626","11","3"
"2013","Planning Area 5.3","XIX Santa Cruz","Paciência","94626","12","4"
"2013","Planning Area 5.3","XIX Santa Cruz","Santa Cruz","217333","1","78"
"2013","Planning Area 5.3","XIX Santa Cruz","Santa Cruz","217333","2","141"
"2013","Planning Area 5.3","XIX Santa Cruz","Santa Cruz","217333","3","681"
"2013","Planning Area 5.3","XIX Santa Cruz","Santa Cruz","217333","4","627"
"2013","Planning Area 5.3","XIX Santa Cruz","Santa Cruz","217333","5","271"
"2013","Planning Area 5.3","XIX Santa Cruz","Santa Cruz","217333","6","87"
"2013","Planning Area 5.3","XIX Santa Cruz","Santa Cruz","217333","7","28"
"2013","Planning Area 5.3","XIX Santa Cruz","Santa Cruz","217333","8","12"
"2013","Planning Area 5.3","XIX Santa Cruz","Santa Cruz","217333","9","21"
"2013","Planning Area 5.3","XIX Santa Cruz","Santa Cruz","217333","10","14"
"2013","Planning Area 5.3","XIX Santa Cruz","Santa Cruz","217333","11","9"
"2013","Planning Area 5.3","XIX Santa Cruz","Santa Cruz","217333","12","6"
"2013","Planning Area 5.3","XIX Santa Cruz","Sepetiba","56575","1","7"
"2013","Planning Area 5.3","XIX Santa Cruz","Sepetiba","56575","2","14"
"2013","Planning Area 5.3","XIX Santa Cruz","Sepetiba","56575","3","122"
"2013","Planning Area 5.3","XIX Santa Cruz","Sepetiba","56575","4","116"
"2013","Planning Area 5.3","XIX Santa Cruz","Sepetiba","56575","5","41"
"2013","Planning Area 5.3","XIX Santa Cruz","Sepetiba","56575","6","12"
"2013","Planning Area 5.3","XIX Santa Cruz","Sepetiba","56575","7","2"
"2013","Planning Area 5.3","XIX Santa Cruz","Sepetiba","56575","8","2"
"2013","Planning Area 5.3","XIX Santa Cruz","Sepetiba","56575","9","1"
"2013","Planning Area 5.3","XIX Santa Cruz","Sepetiba","56575","10","1"
"2013","Planning Area 5.3","XIX Santa Cruz","Sepetiba","56575","11","0"
"2013","Planning Area 5.3","XIX Santa Cruz","Sepetiba","56575","12","1"
"2013","UNKNOWN","UNKNOWN","UNKNOWN",NA,"1","105"
"2013","UNKNOWN","UNKNOWN","UNKNOWN",NA,"2","220"
"2013","UNKNOWN","UNKNOWN","UNKNOWN",NA,"3","290"
"2013","UNKNOWN","UNKNOWN","UNKNOWN",NA,"4","237"
"2013","UNKNOWN","UNKNOWN","UNKNOWN",NA,"5","129"
"2013","UNKNOWN","UNKNOWN","UNKNOWN",NA,"6","38"
"2013","UNKNOWN","UNKNOWN","UNKNOWN",NA,"7","11"
"2013","UNKNOWN","UNKNOWN","UNKNOWN",NA,"8","5"
"2013","UNKNOWN","UNKNOWN","UNKNOWN",NA,"9","2"
"2013","UNKNOWN","UNKNOWN","UNKNOWN",NA,"10","7"
"2013","UNKNOWN","UNKNOWN","UNKNOWN",NA,"11","6"
"2013","UNKNOWN","UNKNOWN","UNKNOWN",NA,"12","5"
