"Year","Province","Month","Cases","Population","Total.Cases","Incidence.Per.100000","Total.Deaths","Fatality.Rate"
"2016","Pathum Thani","January","87",1084154,"404","37.26","0","0.00"
"2016","Pattani","January","71",690104,"2163","313.43","1","0.05"
"2016","Phang Nga","January","46",262721,"363","138.17","1","0.28"
"2016","Phatthalung","January","41",521570,"1461","280.12","1","0.07"
"2016","Phayao","January","8",483550,"202","41.77","0","0.00"
"2016","Phetchabun","January","17",996397,"896","89.92","0","0.00"
"2016","Phetchaburi","January","40",476391,"521","109.36","1","0.19"
"2016","Phichit","January","42",546750,"326","59.63","1","0.31"
"2016","Phitsanulok","January","92",861194,"571","66.30","1","0.18"
"2016","Phrae","January","12",453213,"117","25.82","0","0.00"
"2016","Phuket","January","67",382485,"501","130.99","0","0.00"
"2016","Prachinburi","January","41",480755,"289","60.11","0","0.00"
"2016","Prachuap Khiri Khan","January","23",529912,"319","60.20","0","0.00"
"2016","Ranong","January","13",182313,"129","70.76","0","0.00"
"2016","Ratchaburi","January","94",860549,"391","45.44","0","0.00"
"2016","Rayong","January","145",681696,"909","133.34","0","0.00"
"2016","Roi Et","January","118",1308241,"1180","90.20","0","0.00"
"2016","Sa Kaeo","January","47",554555,"230","41.47","0","0.00"
"2016","Sakon Nakhon","January","6",1140673,"363","31.82","0","0.00"
"2016","Samut Prakan","January","276",1270420,"923","72.65","1","0.11"
"2016","Samut Sakhon","January","153",538671,"422","78.34","3","0.71"
"2016","Samut Songkhram","January","21",194283,"69","35.52","0","0.00"
"2016","Saraburi","January","50",635567,"247","38.86","1","0.40"
"2016","Satun","January","21",314297,"346","110.09","2","0.58"
"2016","Sing Buri","January","1",211792,"6","2.83","0","0.00"
"2016","Sisaket","January","166",1467006,"1240","84.53","2","0.16"
"2016","Songkhla","January","217",1405939,"5353","380.74","11","0.21"
"2016","Sukhothai","January","43",602085,"312","51.82","1","0.32"
"2016","Suphan Buri","January","41",849376,"331","38.97","0","0.00"
"2016","Surat Thani","January","44",1043501,"528","50.60","0","0.00"
"2016","Surin","January","225",1393330,"2230","160.05","4","0.18"
"2016","Tak","January","52",578968,"696","120.21","1","0.14"
"2016","Trang","January","35",639770,"748","116.92","2","0.27"
"2016","Trat","January","26",227083,"240","105.69","2","0.83"
"2016","Ubon Ratchathani","January","226",1851049,"2155","116.42","0","0.00"
"2016","Udon Thani","January","12",1572726,"177","11.25","0","0.00"
"2016","Uthai Thani","January","40",330543,"170","51.43","0","0.00"
"2016","Uttaradit","January","13",460084,"234","50.86","1","0.43"
"2016","Yala","January","28",515025,"762","147.95","2","0.26"
"2016","Yasothon","January","17",540197,"341","63.13","0","0.00"
"2016","Amnat Charoen","February","15",375881,"333","88.59","1","0.30"
"2016","Ang Thong","February","6",283371,"143","50.46","0","0.00"
"2016","Bangkok","February","823",5694347,"7368","129.39","0","0.00"
"2016","Bueng Kan","February","27",419607,"633","150.86","0","0.00"
"2016","Buriram","February","92",1581955,"750","47.41","2","0.27"
"2016","Chachoengsao","February","33",698190,"392","56.15","0","0.00"
"2016","Chai Nat","February","12",331968,"136","40.97","0","0.00"
"2016","Chaiyaphum","February","49",1137651,"592","52.04","0","0.00"
"2016","Chanthaburi","February","37",529194,"711","134.36","0","0.00"
"2016","Chiang Mai","February","28",1703263,"4752","278.99","5","0.11"
"2016","Chiang Rai","February","19",1242825,"1197","96.31","1","0.08"
"2016","Chonburi","February","122",1438231,"827","57.50","1","0.12"
"2016","Chumphon","February","20",503203,"245","48.69","0","0.00"
"2016","Kalasin","February","31",985055,"783","79.49","0","0.00"
"2016","Kamphaeng Phet","February","11",729839,"176","24.11","0","0.00"
"2016","Kanchanaburi","February","17",865172,"196","22.65","1","0.51"
"2016","Khon Kaen","February","55",1794032,"800","44.59","1","0.13"
"2016","Krabi","February","29",459456,"564","122.75","1","0.18"
"2016","Lampang","February","23",752685,"746","99.11","0","0.00"
"2016","Lamphun","February","12",405927,"531","130.81","1","0.19"
"2016","Loei","February","26",636666,"688","108.06","1","0.15"
"2016","Lopburi","February","71",758531,"435","57.35","0","0.00"
"2016","Mae Hong Son","February","17",260971,"1142","437.60","1","0.09"
"2016","Maha Sarakham","February","51",962592,"615","63.89","0","0.00"
"2016","Mukdahan","February","7",347059,"440","126.78","0","0.00"
"2016","Nakhon Nayok","February","19",257939,"79","30.63","0","0.00"
"2016","Nakhon Pathom","February","85",895207,"762","85.12","1","0.13"
"2016","Nakhon Phanom","February","7",714369,"409","57.25","0","0.00"
"2016","Nakhon Ratchasima","February","115",2624668,"1639","62.45","2","0.12"
"2016","Nakhon Sawan","February","76",1072349,"618","57.63","0","0.00"
"2016","Nakhon Si Thammarat","February","173",1550278,"2284","147.33","0","0.00"
"2016","Nan","February","5",478890,"210","43.85","0","0.00"
"2016","Narathiwat","February","58",778941,"1722","221.07","3","0.17"
"2016","Nong Bua Lam Phu","February","7",509469,"221","43.38","0","0.00"
"2016","Nong Khai","February","19",518420,"176","33.95","0","0.00"
"2016","Nonthaburi","February","45",1183791,"601","50.77","0","0.00"
"2016","Pathum Thani","February","35",1084154,"404","37.26","0","0.00"
"2016","Pattani","February","50",690104,"2163","313.43","1","0.05"
"2016","Phang Nga","February","31",262721,"363","138.17","1","0.28"
"2016","Phatthalung","February","31",521570,"1461","280.12","1","0.07"
"2016","Phayao","February","6",483550,"202","41.77","0","0.00"
"2016","Phetchabun","February","34",996397,"896","89.92","0","0.00"
"2016","Phetchaburi","February","27",476391,"521","109.36","1","0.19"
"2016","Phichit","February","56",546750,"326","59.63","1","0.31"
"2016","Phitsanulok","February","55",861194,"571","66.30","1","0.18"
"2016","Phrae","February","9",453213,"117","25.82","0","0.00"
"2016","Phuket","February","42",382485,"501","130.99","0","0.00"
"2016","Prachinburi","February","33",480755,"289","60.11","0","0.00"
"2016","Prachuap Khiri Khan","February","28",529912,"319","60.20","0","0.00"
"2016","Ranong","February","12",182313,"129","70.76","0","0.00"
"2016","Ratchaburi","February","54",860549,"391","45.44","0","0.00"
"2016","Rayong","February","87",681696,"909","133.34","0","0.00"
"2016","Roi Et","February","91",1308241,"1180","90.20","0","0.00"
"2016","Sa Kaeo","February","35",554555,"230","41.47","0","0.00"
"2016","Sakon Nakhon","February","3",1140673,"363","31.82","0","0.00"
"2016","Samut Prakan","February","153",1270420,"923","72.65","1","0.11"
"2016","Samut Sakhon","February","51",538671,"422","78.34","3","0.71"
"2016","Samut Songkhram","February","9",194283,"69","35.52","0","0.00"
"2016","Saraburi","February","34",635567,"247","38.86","1","0.40"
"2016","Satun","February","29",314297,"346","110.09","2","0.58"
"2016","Sing Buri","February","2",211792,"6","2.83","0","0.00"
"2016","Sisaket","February","98",1467006,"1240","84.53","2","0.16"
"2016","Songkhla","February","146",1405939,"5353","380.74","11","0.21"
"2016","Sukhothai","February","18",602085,"312","51.82","1","0.32"
"2016","Suphan Buri","February","27",849376,"331","38.97","0","0.00"
"2016","Surat Thani","February","32",1043501,"528","50.60","0","0.00"
"2016","Surin","February","134",1393330,"2230","160.05","4","0.18"
"2016","Tak","February","32",578968,"696","120.21","1","0.14"
"2016","Trang","February","30",639770,"748","116.92","2","0.27"
"2016","Trat","February","29",227083,"240","105.69","2","0.83"
"2016","Ubon Ratchathani","February","132",1851049,"2155","116.42","0","0.00"
"2016","Udon Thani","February","9",1572726,"177","11.25","0","0.00"
"2016","Uthai Thani","February","20",330543,"170","51.43","0","0.00"
"2016","Uttaradit","February","7",460084,"234","50.86","1","0.43"
"2016","Yala","February","22",515025,"762","147.95","2","0.26"
"2016","Yasothon","February","25",540197,"341","63.13","0","0.00"
"2016","Amnat Charoen","March","31",375881,"333","88.59","1","0.30"
"2016","Ang Thong","March","15",283371,"143","50.46","0","0.00"
"2016","Bangkok","March","535",5694347,"7368","129.39","0","0.00"
"2016","Bueng Kan","March","33",419607,"633","150.86","0","0.00"
"2016","Buriram","March","95",1581955,"750","47.41","2","0.27"
"2016","Chachoengsao","March","41",698190,"392","56.15","0","0.00"
"2016","Chai Nat","March","14",331968,"136","40.97","0","0.00"
"2016","Chaiyaphum","March","42",1137651,"592","52.04","0","0.00"
"2016","Chanthaburi","March","41",529194,"711","134.36","0","0.00"
"2016","Chiang Mai","March","43",1703263,"4752","278.99","5","0.11"
"2016","Chiang Rai","March","19",1242825,"1197","96.31","1","0.08"
"2016","Chonburi","March","93",1438231,"827","57.50","1","0.12"
"2016","Chumphon","March","5",503203,"245","48.69","0","0.00"
"2016","Kalasin","March","54",985055,"783","79.49","0","0.00"
"2016","Kamphaeng Phet","March","21",729839,"176","24.11","0","0.00"
"2016","Kanchanaburi","March","27",865172,"196","22.65","1","0.51"
"2016","Khon Kaen","March","55",1794032,"800","44.59","1","0.13"
"2016","Krabi","March","38",459456,"564","122.75","1","0.18"
"2016","Lampang","March","28",752685,"746","99.11","0","0.00"
"2016","Lamphun","March","17",405927,"531","130.81","1","0.19"
"2016","Loei","March","37",636666,"688","108.06","1","0.15"
"2016","Lopburi","March","62",758531,"435","57.35","0","0.00"
"2016","Mae Hong Son","March","25",260971,"1142","437.60","1","0.09"
"2016","Maha Sarakham","March","64",962592,"615","63.89","0","0.00"
"2016","Mukdahan","March","11",347059,"440","126.78","0","0.00"
"2016","Nakhon Nayok","March","10",257939,"79","30.63","0","0.00"
"2016","Nakhon Pathom","March","63",895207,"762","85.12","1","0.13"
"2016","Nakhon Phanom","March","21",714369,"409","57.25","0","0.00"
"2016","Nakhon Ratchasima","March","137",2624668,"1639","62.45","2","0.12"
"2016","Nakhon Sawan","March","74",1072349,"618","57.63","0","0.00"
"2016","Nakhon Si Thammarat","March","104",1550278,"2284","147.33","0","0.00"
"2016","Nan","March","7",478890,"210","43.85","0","0.00"
"2016","Narathiwat","March","56",778941,"1722","221.07","3","0.17"
"2016","Nong Bua Lam Phu","March","17",509469,"221","43.38","0","0.00"
"2016","Nong Khai","March","19",518420,"176","33.95","0","0.00"
"2016","Nonthaburi","March","32",1183791,"601","50.77","0","0.00"
"2016","Pathum Thani","March","27",1084154,"404","37.26","0","0.00"
"2016","Pattani","March","34",690104,"2163","313.43","1","0.05"
"2016","Phang Nga","March","20",262721,"363","138.17","1","0.28"
"2016","Phatthalung","March","24",521570,"1461","280.12","1","0.07"
"2016","Phayao","March","2",483550,"202","41.77","0","0.00"
"2016","Phetchabun","March","46",996397,"896","89.92","0","0.00"
"2016","Phetchaburi","March","32",476391,"521","109.36","1","0.19"
"2016","Phichit","March","64",546750,"326","59.63","1","0.31"
"2016","Phitsanulok","March","47",861194,"571","66.30","1","0.18"
"2016","Phrae","March","13",453213,"117","25.82","0","0.00"
"2016","Phuket","March","44",382485,"501","130.99","0","0.00"
"2016","Prachinburi","March","25",480755,"289","60.11","0","0.00"
"2016","Prachuap Khiri Khan","March","28",529912,"319","60.20","0","0.00"
"2016","Ranong","March","4",182313,"129","70.76","0","0.00"
"2016","Ratchaburi","March","34",860549,"391","45.44","0","0.00"
"2016","Rayong","March","84",681696,"909","133.34","0","0.00"
"2016","Roi Et","March","103",1308241,"1180","90.20","0","0.00"
"2016","Sa Kaeo","March","23",554555,"230","41.47","0","0.00"
"2016","Sakon Nakhon","March","10",1140673,"363","31.82","0","0.00"
"2016","Samut Prakan","March","111",1270420,"923","72.65","1","0.11"
"2016","Samut Sakhon","March","33",538671,"422","78.34","3","0.71"
"2016","Samut Songkhram","March","8",194283,"69","35.52","0","0.00"
"2016","Saraburi","March","19",635567,"247","38.86","1","0.40"
"2016","Satun","March","15",314297,"346","110.09","2","0.58"
"2016","Sing Buri","March","1",211792,"6","2.83","0","0.00"
"2016","Sisaket","March","125",1467006,"1240","84.53","2","0.16"
"2016","Songkhla","March","116",1405939,"5353","380.74","11","0.21"
"2016","Sukhothai","March","42",602085,"312","51.82","1","0.32"
"2016","Suphan Buri","March","33",849376,"331","38.97","0","0.00"
"2016","Surat Thani","March","26",1043501,"528","50.60","0","0.00"
"2016","Surin","March","122",1393330,"2230","160.05","4","0.18"
"2016","Tak","March","45",578968,"696","120.21","1","0.14"
"2016","Trang","March","29",639770,"748","116.92","2","0.27"
"2016","Trat","March","13",227083,"240","105.69","2","0.83"
"2016","Ubon Ratchathani","March","182",1851049,"2155","116.42","0","0.00"
"2016","Udon Thani","March","12",1572726,"177","11.25","0","0.00"
"2016","Uthai Thani","March","23",330543,"170","51.43","0","0.00"
"2016","Uttaradit","March","27",460084,"234","50.86","1","0.43"
"2016","Yala","March","14",515025,"762","147.95","2","0.26"
"2016","Yasothon","March","19",540197,"341","63.13","0","0.00"
"2016","Amnat Charoen","April","19",375881,"333","88.59","1","0.30"
"2016","Ang Thong","April","7",283371,"143","50.46","0","0.00"
"2016","Bangkok","April","251",5694347,"7368","129.39","0","0.00"
"2016","Bueng Kan","April","26",419607,"633","150.86","0","0.00"
"2016","Buriram","April","35",1581955,"750","47.41","2","0.27"
"2016","Chachoengsao","April","9",698190,"392","56.15","0","0.00"
"2016","Chai Nat","April","7",331968,"136","40.97","0","0.00"
"2016","Chaiyaphum","April","16",1137651,"592","52.04","0","0.00"
"2016","Chanthaburi","April","18",529194,"711","134.36","0","0.00"
"2016","Chiang Mai","April","61",1703263,"4752","278.99","5","0.11"
"2016","Chiang Rai","April","31",1242825,"1197","96.31","1","0.08"
"2016","Chonburi","April","51",1438231,"827","57.50","1","0.12"
"2016","Chumphon","April","6",503203,"245","48.69","0","0.00"
"2016","Kalasin","April","31",985055,"783","79.49","0","0.00"
"2016","Kamphaeng Phet","April","28",729839,"176","24.11","0","0.00"
"2016","Kanchanaburi","April","10",865172,"196","22.65","1","0.51"
"2016","Khon Kaen","April","25",1794032,"800","44.59","1","0.13"
"2016","Krabi","April","23",459456,"564","122.75","1","0.18"
"2016","Lampang","April","19",752685,"746","99.11","0","0.00"
"2016","Lamphun","April","20",405927,"531","130.81","1","0.19"
"2016","Loei","April","27",636666,"688","108.06","1","0.15"
"2016","Lopburi","April","13",758531,"435","57.35","0","0.00"
"2016","Mae Hong Son","April","38",260971,"1142","437.60","1","0.09"
"2016","Maha Sarakham","April","34",962592,"615","63.89","0","0.00"
"2016","Mukdahan","April","10",347059,"440","126.78","0","0.00"
"2016","Nakhon Nayok","April","0",257939,"79","30.63","0","0.00"
"2016","Nakhon Pathom","April","34",895207,"762","85.12","1","0.13"
"2016","Nakhon Phanom","April","9",714369,"409","57.25","0","0.00"
"2016","Nakhon Ratchasima","April","64",2624668,"1639","62.45","2","0.12"
"2016","Nakhon Sawan","April","24",1072349,"618","57.63","0","0.00"
"2016","Nakhon Si Thammarat","April","40",1550278,"2284","147.33","0","0.00"
"2016","Nan","April","4",478890,"210","43.85","0","0.00"
"2016","Narathiwat","April","31",778941,"1722","221.07","3","0.17"
"2016","Nong Bua Lam Phu","April","13",509469,"221","43.38","0","0.00"
"2016","Nong Khai","April","7",518420,"176","33.95","0","0.00"
"2016","Nonthaburi","April","21",1183791,"601","50.77","0","0.00"
"2016","Pathum Thani","April","17",1084154,"404","37.26","0","0.00"
"2016","Pattani","April","38",690104,"2163","313.43","1","0.05"
"2016","Phang Nga","April","28",262721,"363","138.17","1","0.28"
"2016","Phatthalung","April","20",521570,"1461","280.12","1","0.07"
"2016","Phayao","April","25",483550,"202","41.77","0","0.00"
"2016","Phetchabun","April","33",996397,"896","89.92","0","0.00"
"2016","Phetchaburi","April","21",476391,"521","109.36","1","0.19"
"2016","Phichit","April","21",546750,"326","59.63","1","0.31"
"2016","Phitsanulok","April","22",861194,"571","66.30","1","0.18"
"2016","Phrae","April","3",453213,"117","25.82","0","0.00"
"2016","Phuket","April","28",382485,"501","130.99","0","0.00"
"2016","Prachinburi","April","7",480755,"289","60.11","0","0.00"
"2016","Prachuap Khiri Khan","April","9",529912,"319","60.20","0","0.00"
"2016","Ranong","April","6",182313,"129","70.76","0","0.00"
"2016","Ratchaburi","April","20",860549,"391","45.44","0","0.00"
"2016","Rayong","April","68",681696,"909","133.34","0","0.00"
"2016","Roi Et","April","44",1308241,"1180","90.20","0","0.00"
"2016","Sa Kaeo","April","21",554555,"230","41.47","0","0.00"
"2016","Sakon Nakhon","April","18",1140673,"363","31.82","0","0.00"
"2016","Samut Prakan","April","43",1270420,"923","72.65","1","0.11"
"2016","Samut Sakhon","April","10",538671,"422","78.34","3","0.71"
"2016","Samut Songkhram","April","5",194283,"69","35.52","0","0.00"
"2016","Saraburi","April","9",635567,"247","38.86","1","0.40"
"2016","Satun","April","10",314297,"346","110.09","2","0.58"
"2016","Sing Buri","April","0",211792,"6","2.83","0","0.00"
"2016","Sisaket","April","68",1467006,"1240","84.53","2","0.16"
"2016","Songkhla","April","61",1405939,"5353","380.74","11","0.21"
"2016","Sukhothai","April","11",602085,"312","51.82","1","0.32"
"2016","Suphan Buri","April","24",849376,"331","38.97","0","0.00"
"2016","Surat Thani","April","13",1043501,"528","50.60","0","0.00"
"2016","Surin","April","86",1393330,"2230","160.05","4","0.18"
"2016","Tak","April","39",578968,"696","120.21","1","0.14"
"2016","Trang","April","22",639770,"748","116.92","2","0.27"
"2016","Trat","April","19",227083,"240","105.69","2","0.83"
"2016","Ubon Ratchathani","April","120",1851049,"2155","116.42","0","0.00"
"2016","Udon Thani","April","5",1572726,"177","11.25","0","0.00"
"2016","Uthai Thani","April","11",330543,"170","51.43","0","0.00"
"2016","Uttaradit","April","15",460084,"234","50.86","1","0.43"
"2016","Yala","April","11",515025,"762","147.95","2","0.26"
"2016","Yasothon","April","20",540197,"341","63.13","0","0.00"
"2016","Amnat Charoen","May","21",375881,"333","88.59","1","0.30"
"2016","Ang Thong","May","1",283371,"143","50.46","0","0.00"
"2016","Bangkok","May","124",5694347,"7368","129.39","0","0.00"
"2016","Bueng Kan","May","69",419607,"633","150.86","0","0.00"
"2016","Buriram","May","12",1581955,"750","47.41","2","0.27"
"2016","Chachoengsao","May","9",698190,"392","56.15","0","0.00"
"2016","Chai Nat","May","4",331968,"136","40.97","0","0.00"
"2016","Chaiyaphum","May","14",1137651,"592","52.04","0","0.00"
"2016","Chanthaburi","May","47",529194,"711","134.36","0","0.00"
"2016","Chiang Mai","May","109",1703263,"4752","278.99","5","0.11"
"2016","Chiang Rai","May","49",1242825,"1197","96.31","1","0.08"
"2016","Chonburi","May","29",1438231,"827","57.50","1","0.12"
"2016","Chumphon","May","7",503203,"245","48.69","0","0.00"
"2016","Kalasin","May","27",985055,"783","79.49","0","0.00"
"2016","Kamphaeng Phet","May","7",729839,"176","24.11","0","0.00"
"2016","Kanchanaburi","May","9",865172,"196","22.65","1","0.51"
"2016","Khon Kaen","May","34",1794032,"800","44.59","1","0.13"
"2016","Krabi","May","18",459456,"564","122.75","1","0.18"
"2016","Lampang","May","26",752685,"746","99.11","0","0.00"
"2016","Lamphun","May","20",405927,"531","130.81","1","0.19"
"2016","Loei","May","53",636666,"688","108.06","1","0.15"
"2016","Lopburi","May","8",758531,"435","57.35","0","0.00"
"2016","Mae Hong Son","May","90",260971,"1142","437.60","1","0.09"
"2016","Maha Sarakham","May","13",962592,"615","63.89","0","0.00"
"2016","Mukdahan","May","9",347059,"440","126.78","0","0.00"
"2016","Nakhon Nayok","May","0",257939,"79","30.63","0","0.00"
"2016","Nakhon Pathom","May","21",895207,"762","85.12","1","0.13"
"2016","Nakhon Phanom","May","45",714369,"409","57.25","0","0.00"
"2016","Nakhon Ratchasima","May","52",2624668,"1639","62.45","2","0.12"
"2016","Nakhon Sawan","May","9",1072349,"618","57.63","0","0.00"
"2016","Nakhon Si Thammarat","May","40",1550278,"2284","147.33","0","0.00"
"2016","Nan","May","23",478890,"210","43.85","0","0.00"
"2016","Narathiwat","May","23",778941,"1722","221.07","3","0.17"
"2016","Nong Bua Lam Phu","May","3",509469,"221","43.38","0","0.00"
"2016","Nong Khai","May","8",518420,"176","33.95","0","0.00"
"2016","Nonthaburi","May","19",1183791,"601","50.77","0","0.00"
"2016","Pathum Thani","May","8",1084154,"404","37.26","0","0.00"
"2016","Pattani","May","31",690104,"2163","313.43","1","0.05"
"2016","Phang Nga","May","25",262721,"363","138.17","1","0.28"
"2016","Phatthalung","May","13",521570,"1461","280.12","1","0.07"
"2016","Phayao","May","46",483550,"202","41.77","0","0.00"
"2016","Phetchabun","May","121",996397,"896","89.92","0","0.00"
"2016","Phetchaburi","May","19",476391,"521","109.36","1","0.19"
"2016","Phichit","May","2",546750,"326","59.63","1","0.31"
"2016","Phitsanulok","May","8",861194,"571","66.30","1","0.18"
"2016","Phrae","May","6",453213,"117","25.82","0","0.00"
"2016","Phuket","May","29",382485,"501","130.99","0","0.00"
"2016","Prachinburi","May","6",480755,"289","60.11","0","0.00"
"2016","Prachuap Khiri Khan","May","8",529912,"319","60.20","0","0.00"
"2016","Ranong","May","7",182313,"129","70.76","0","0.00"
"2016","Ratchaburi","May","4",860549,"391","45.44","0","0.00"
"2016","Rayong","May","43",681696,"909","133.34","0","0.00"
"2016","Roi Et","May","30",1308241,"1180","90.20","0","0.00"
"2016","Sa Kaeo","May","8",554555,"230","41.47","0","0.00"
"2016","Sakon Nakhon","May","30",1140673,"363","31.82","0","0.00"
"2016","Samut Prakan","May","27",1270420,"923","72.65","1","0.11"
"2016","Samut Sakhon","May","14",538671,"422","78.34","3","0.71"
"2016","Samut Songkhram","May","3",194283,"69","35.52","0","0.00"
"2016","Saraburi","May","7",635567,"247","38.86","1","0.40"
"2016","Satun","May","10",314297,"346","110.09","2","0.58"
"2016","Sing Buri","May","0",211792,"6","2.83","0","0.00"
"2016","Sisaket","May","24",1467006,"1240","84.53","2","0.16"
"2016","Songkhla","May","54",1405939,"5353","380.74","11","0.21"
"2016","Sukhothai","May","2",602085,"312","51.82","1","0.32"
"2016","Suphan Buri","May","8",849376,"331","38.97","0","0.00"
"2016","Surat Thani","May","11",1043501,"528","50.60","0","0.00"
"2016","Surin","May","56",1393330,"2230","160.05","4","0.18"
"2016","Tak","May","38",578968,"696","120.21","1","0.14"
"2016","Trang","May","31",639770,"748","116.92","2","0.27"
"2016","Trat","May","29",227083,"240","105.69","2","0.83"
"2016","Ubon Ratchathani","May","107",1851049,"2155","116.42","0","0.00"
"2016","Udon Thani","May","4",1572726,"177","11.25","0","0.00"
"2016","Uthai Thani","May","3",330543,"170","51.43","0","0.00"
"2016","Uttaradit","May","17",460084,"234","50.86","1","0.43"
"2016","Yala","May","15",515025,"762","147.95","2","0.26"
"2016","Yasothon","May","13",540197,"341","63.13","0","0.00"
"2016","Amnat Charoen","June","38",375881,"333","88.59","1","0.30"
"2016","Ang Thong","June","3",283371,"143","50.46","0","0.00"
"2016","Bangkok","June","123",5694347,"7368","129.39","0","0.00"
"2016","Bueng Kan","June","144",419607,"633","150.86","0","0.00"
"2016","Buriram","June","36",1581955,"750","47.41","2","0.27"
"2016","Chachoengsao","June","13",698190,"392","56.15","0","0.00"
"2016","Chai Nat","June","3",331968,"136","40.97","0","0.00"
"2016","Chaiyaphum","June","42",1137651,"592","52.04","0","0.00"
"2016","Chanthaburi","June","84",529194,"711","134.36","0","0.00"
"2016","Chiang Mai","June","277",1703263,"4752","278.99","5","0.11"
"2016","Chiang Rai","June","123",1242825,"1197","96.31","1","0.08"
"2016","Chonburi","June","19",1438231,"827","57.50","1","0.12"
"2016","Chumphon","June","19",503203,"245","48.69","0","0.00"
"2016","Kalasin","June","74",985055,"783","79.49","0","0.00"
"2016","Kamphaeng Phet","June","7",729839,"176","24.11","0","0.00"
"2016","Kanchanaburi","June","8",865172,"196","22.65","1","0.51"
"2016","Khon Kaen","June","76",1794032,"800","44.59","1","0.13"
"2016","Krabi","June","44",459456,"564","122.75","1","0.18"
"2016","Lampang","June","32",752685,"746","99.11","0","0.00"
"2016","Lamphun","June","38",405927,"531","130.81","1","0.19"
"2016","Loei","June","158",636666,"688","108.06","1","0.15"
"2016","Lopburi","June","5",758531,"435","57.35","0","0.00"
"2016","Mae Hong Son","June","95",260971,"1142","437.60","1","0.09"
"2016","Maha Sarakham","June","22",962592,"615","63.89","0","0.00"
"2016","Mukdahan","June","79",347059,"440","126.78","0","0.00"
"2016","Nakhon Nayok","June","5",257939,"79","30.63","0","0.00"
"2016","Nakhon Pathom","June","20",895207,"762","85.12","1","0.13"
"2016","Nakhon Phanom","June","80",714369,"409","57.25","0","0.00"
"2016","Nakhon Ratchasima","June","97",2624668,"1639","62.45","2","0.12"
"2016","Nakhon Sawan","June","16",1072349,"618","57.63","0","0.00"
"2016","Nakhon Si Thammarat","June","67",1550278,"2284","147.33","0","0.00"
"2016","Nan","June","51",478890,"210","43.85","0","0.00"
"2016","Narathiwat","June","43",778941,"1722","221.07","3","0.17"
"2016","Nong Bua Lam Phu","June","25",509469,"221","43.38","0","0.00"
"2016","Nong Khai","June","13",518420,"176","33.95","0","0.00"
"2016","Nonthaburi","June","20",1183791,"601","50.77","0","0.00"
"2016","Pathum Thani","June","15",1084154,"404","37.26","0","0.00"
"2016","Pattani","June","45",690104,"2163","313.43","1","0.05"
"2016","Phang Nga","June","62",262721,"363","138.17","1","0.28"
"2016","Phatthalung","June","20",521570,"1461","280.12","1","0.07"
"2016","Phayao","June","18",483550,"202","41.77","0","0.00"
"2016","Phetchabun","June","240",996397,"896","89.92","0","0.00"
"2016","Phetchaburi","June","22",476391,"521","109.36","1","0.19"
